DepCode;age_group;Year;p_FIRESP
29;18-64;2017;0,000841042893187553
29;18-64;2018;0,000679809653297077
29;18-64;2021;0,000358166189111748
29;18-64;2025;0,001028806584362140
29;80+;2023;0,000460193281178095
30;0-1;2016;0,000861326442721792
30;0-1;2017;0,000458295142071494
30;0-1;2018;0,000394944707740916
30;0-1;2020;0,000727802037845706
30;0-1;2021;0,000656598818122127
30;0-1;2024;0,000781860828772478
30;5-17;2020;0,001522070015220700
30;5-17;2022;0,001144164759725400
30;5-17;2025;0,002544529262086514
30;18-64;2018;0,000679809653297077
30;18-64;2019;0,001659751037344398
30;18-64;2020;0,000345303867403315
30;18-64;2021;0,000358166189111748
30;18-64;2022;0,000546597430992074
30;18-64;2024;0,000897666068222621
30;65-79;2017;0,002522068095838588
30;65-79;2020;0,000874125874125874
30;65-79;2024;0,000792393026941363
30;65-79;2025;0,002493765586034913
30;80+;2020;0,000573065902578797
31;0-1;2016;0,001722652885443583
31;0-1;2020;0,000727802037845706
31;0-1;2021;0,000328299409061064
31;0-1;2022;0,000283929585462805
31;2-4;2017;0,002304147465437788
31;5-17;2018;0,002061855670103093
31;18-64;2017;0,000841042893187553
31;18-64;2018;0,001359619306594154
31;18-64;2019;0,000829875518672199
31;18-64;2021;0,000358166189111748
31;18-64;2023;0,000457875457875458
31;18-64;2024;0,000897666068222621
31;65-79;2022;0,000578703703703704
33;0-1;2016;0,000861326442721792
33;0-1;2020;0,000727802037845706
33;0-1;2021;0,000328299409061064
33;0-1;2022;0,000283929585462805
33;0-1;2023;0,000388500388500389
33;0-1;2024;0,000390930414386239
33;2-4;2018;0,001557632398753894
33;18-64;2022;0,000546597430992074
33;65-79;2020;0,000874125874125874
33;65-79;2022;0,000578703703703704
33;65-79;2025;0,002493765586034913
34;0-1;2016;0,000861326442721792
34;0-1;2017;0,000458295142071494
34;0-1;2018;0,001579778830963665
34;0-1;2019;0,000390930414386239
34;0-1;2020;0,000727802037845706
34;0-1;2021;0,000328299409061064
34;0-1;2022;0,000283929585462805
34;5-17;2022;0,001144164759725400
34;5-17;2023;0,001373626373626374
34;5-17;2024;0,001132502831257078
34;18-64;2017;0,003364171572750210
34;18-64;2018;0,000679809653297077
34;18-64;2019;0,001659751037344398
34;18-64;2020;0,000345303867403315
34;18-64;2021;0,000358166189111748
34;18-64;2022;0,001093194861984149
34;18-64;2023;0,000915750915750916
34;18-64;2024;0,000897666068222621
34;18-64;2025;0,003086419753086420
34;65-79;2017;0,001261034047919294
34;65-79;2022;0,001157407407407407
34;65-79;2024;0,000792393026941363
34;80+;2018;0,000751314800901578
34;80+;2022;0,000387747188832881
34;80+;2024;0,000467508181393174
35;0-1;2017;0,000458295142071494
35;0-1;2021;0,000328299409061064
35;0-1;2022;0,000283929585462805
35;5-17;2017;0,003731343283582089
35;18-64;2017;0,000841042893187553
35;18-64;2020;0,000345303867403315
35;18-64;2022;0,000273298715496037
35;18-64;2024;0,000448833034111311
35;65-79;2021;0,000976562500000000
37;0-1;2022;0,000851788756388416
37;18-64;2017;0,000841042893187553
37;18-64;2022;0,000273298715496037
37;65-79;2024;0,000792393026941363
37;80+;2019;0,000718390804597701
37;80+;2022;0,000387747188832881
38;0-1;2016;0,056847545219638244
38;0-1;2017;0,051787351054078827
38;0-1;2018;0,052922590837282783
38;0-1;2019;0,055512118842845973
38;0-1;2020;0,065502183406113537
38;0-1;2021;0,048260013131976365
38;0-1;2022;0,058205565019875068
38;0-1;2023;0,051670551670551672
38;0-1;2024;0,055903049257232211
38;0-1;2025;0,054794520547945202
38;2-4;2016;0,040000000000000001
38;2-4;2017;0,057603686635944701
38;2-4;2018;0,063862928348909651
38;2-4;2019;0,070325900514579764
38;2-4;2020;0,065176908752327747
38;2-4;2021;0,044117647058823532
38;2-4;2022;0,047158403869407499
38;2-4;2023;0,058823529411764705
38;2-4;2024;0,059544658493870403
38;2-4;2025;0,061538461538461542
38;5-17;2016;0,064864864864864868
38;5-17;2017;0,048507462686567165
38;5-17;2018;0,061855670103092786
38;5-17;2019;0,057259713701431493
38;5-17;2020;0,051750380517503802
38;5-17;2021;0,059055118110236220
38;5-17;2022;0,041189931350114416
38;5-17;2023;0,052197802197802200
38;5-17;2024;0,050962627406568518
38;5-17;2025;0,040712468193384227
38;18-64;2016;0,026422764227642278
38;18-64;2017;0,033641715727502103
38;18-64;2018;0,035350101971447993
38;18-64;2019;0,034024896265560163
38;18-64;2020;0,032803867403314917
38;18-64;2021;0,031160458452722063
38;18-64;2022;0,038535118884941238
38;18-64;2023;0,038003663003663000
38;18-64;2024;0,039497307001795330
38;18-64;2025;0,031893004115226338
38;65-79;2016;0,055172413793103448
38;65-79;2017;0,035308953341740230
38;65-79;2018;0,042219541616405308
38;65-79;2019;0,042362002567394093
38;65-79;2020;0,032342657342657344
38;65-79;2021;0,033203125000000000
38;65-79;2022;0,034722222222222224
38;65-79;2023;0,044247787610619468
38;65-79;2024;0,057052297939778132
38;65-79;2025;0,069825436408977551
38;80+;2016;0,011952191235059761
38;80+;2017;0,016440314510364547
38;80+;2018;0,017280240420736288
38;80+;2019;0,022988505747126436
38;80+;2020;0,018338108882521489
38;80+;2021;0,021739130434782608
38;80+;2022;0,025591314462970142
38;80+;2023;0,031293143120110445
38;80+;2024;0,039738195418419824
38;80+;2025;0,044999999999999998
39;5-17;2023;0,001373626373626374
39;18-64;2016;0,002032520325203252
39;18-64;2018;0,000679809653297077
