"annee";"CP_clean";"age_class";"N_RPU";"N_HCL";"part_HCL"
2019;"91330";"(64,79]";"5";"0";0
2019;"91330";"(79,Inf]";"8";"0";0
2019;"91330";NA;"0";"0";NA
2019;"91340";"[0,1]";"Anonymisé";"1-4";1
2019;"91340";"(1,4]";"1";"0";0
2019;"91340";"(4,17]";"1";"0";0
2019;"91340";"(17,64]";"3";"0";0
2019;"91340";"(64,79]";"3";"0";0
2019;"91340";"(79,Inf]";"0";"0";NA
2019;"91340";NA;"0";"0";NA
2019;"91350";"[0,1]";"0";"0";NA
2019;"91350";"(1,4]";"1";"0";0
2019;"91350";"(4,17]";"1";"0";0
2019;"91350";"(17,64]";"Anonymisé";"1-4";0.0769230769230769
2019;"91350";"(64,79]";"3";"0";0
2019;"91350";"(79,Inf]";"1";"0";0
2019;"91350";NA;"0";"0";NA
2019;"91360";"[0,1]";"0";"0";NA
2019;"91360";"(1,4]";"3";"0";0
2019;"91360";"(4,17]";"5";"0";0
2019;"91360";"(17,64]";"10";"0";0
2019;"91360";"(64,79]";"4";"0";0
2019;"91360";"(79,Inf]";"4";"0";0
2019;"91360";NA;"0";"0";NA
2019;"91370";"[0,1]";"4";"0";0
2019;"91370";"(1,4]";"0";"0";NA
2019;"91370";"(4,17]";"10";"0";0
2019;"91370";"(17,64]";"Anonymisé";"1-4";0.133333333333333
2019;"91370";"(64,79]";"9";"0";0
2019;"91370";"(79,Inf]";"2";"0";0
2019;"91370";NA;"0";"0";NA
2019;"91380";"[0,1]";"0";"0";NA
2019;"91380";"(1,4]";"1";"0";0
2019;"91380";"(4,17]";"Anonymisé";"1-4";0.125
2019;"91380";"(17,64]";"Anonymisé";"1-4";0.1875
2019;"91380";"(64,79]";"2";"0";0
2019;"91380";"(79,Inf]";"0";"0";NA
2019;"91380";NA;"0";"0";NA
2019;"91390";"[0,1]";"0";"0";NA
2019;"91390";"(1,4]";"0";"0";NA
2019;"91390";"(4,17]";"Anonymisé";"1-4";0.5
2019;"91390";"(17,64]";"Anonymisé";"1-4";0.0769230769230769
2019;"91390";"(64,79]";"1";"0";0
2019;"91390";"(79,Inf]";"1";"0";0
2019;"91390";NA;"0";"0";NA
2019;"91400";"[0,1]";"1";"0";0
2019;"91400";"(1,4]";"2";"0";0
2019;"91400";"(4,17]";"7";"0";0
2019;"91400";"(17,64]";"Anonymisé";"1-4";0.0645161290322581
2019;"91400";"(64,79]";"8";"0";0
2019;"91400";"(79,Inf]";"3";"0";0
2019;"91400";NA;"0";"0";NA
2019;"91410";"[0,1]";"0";"0";NA
2019;"91410";"(1,4]";"1";"0";0
2019;"91410";"(4,17]";"5";"0";0
2019;"91410";"(17,64]";"20";"0";0
2019;"91410";"(64,79]";"4";"0";0
2019;"91410";"(79,Inf]";"2";"0";0
2019;"91410";NA;"0";"0";NA
2019;"91420";"[0,1]";"1";"0";0
2019;"91420";"(1,4]";"0";"0";NA
2019;"91420";"(4,17]";"1";"0";0
2019;"91420";"(17,64]";"9";"0";0
2019;"91420";"(64,79]";"3";"0";0
2019;"91420";"(79,Inf]";"2";"0";0
2019;"91420";NA;"0";"0";NA
2019;"91430";"[0,1]";"3";"0";0
2019;"91430";"(1,4]";"1";"0";0
2019;"91430";"(4,17]";"6";"0";0
2019;"91430";"(17,64]";"Anonymisé";"1-4";0.142857142857143
2019;"91430";"(64,79]";"1";"0";0
2019;"91430";"(79,Inf]";"0";"0";NA
2019;"91430";NA;"0";"0";NA
2019;"91440";"[0,1]";"1";"0";0
2019;"91440";"(1,4]";"0";"0";NA
2019;"91440";"(4,17]";"3";"0";0
2019;"91440";"(17,64]";"Anonymisé";"1-4";0.111111111111111
2019;"91440";"(64,79]";"Anonymisé";"1-4";0.2
2019;"91440";"(79,Inf]";"0";"0";NA
2019;"91440";NA;"0";"0";NA
2019;"91450";"[0,1]";"2";"0";0
2019;"91450";"(1,4]";"1";"0";0
2019;"91450";"(4,17]";"2";"0";0
2019;"91450";"(17,64]";"Anonymisé";"1-4";0.0666666666666667
2019;"91450";"(64,79]";"3";"0";0
2019;"91450";"(79,Inf]";"1";"0";0
2019;"91450";NA;"0";"0";NA
2019;"91460";"[0,1]";"0";"0";NA
2019;"91460";"(1,4]";"0";"0";NA
2019;"91460";"(4,17]";"3";"0";0
2019;"91460";"(17,64]";"Anonymisé";"1-4";0.181818181818182
2019;"91460";"(64,79]";"0";"0";NA
2019;"91460";"(79,Inf]";"0";"0";NA
2019;"91460";NA;"0";"0";NA
2019;"91470";"[0,1]";"1";"0";0
2019;"91470";"(1,4]";"2";"0";0
2019;"91470";"(4,17]";"7";"0";0
2019;"91470";"(17,64]";"20";"0";0
2019;"91470";"(64,79]";"0";"0";NA
2019;"91470";"(79,Inf]";"1";"0";0
2019;"91470";NA;"0";"0";NA
2019;"91480";"[0,1]";"0";"0";NA
2019;"91480";"(1,4]";"0";"0";NA
2019;"91480";"(4,17]";"0";"0";NA
2019;"91480";"(17,64]";"9";"0";0
2019;"91480";"(64,79]";"2";"0";0
2019;"91480";"(79,Inf]";"0";"0";NA
2019;"91480";NA;"0";"0";NA
2019;"91510";"[0,1]";"1";"0";0
2019;"91510";"(1,4]";"3";"0";0
2019;"91510";"(4,17]";"1";"0";0
2019;"91510";"(17,64]";"10";"0";0
2019;"91510";"(64,79]";"0";"0";NA
2019;"91510";"(79,Inf]";"2";"0";0
2019;"91510";NA;"0";"0";NA
2019;"91520";"[0,1]";"1";"0";0
2019;"91520";"(1,4]";"1";"0";0
2019;"91520";"(4,17]";"1";"0";0
2019;"91520";"(17,64]";"3";"0";0
2019;"91520";"(64,79]";"2";"0";0
2019;"91520";"(79,Inf]";"0";"0";NA
2019;"91520";NA;"0";"0";NA
2019;"91530";"[0,1]";"0";"0";NA
2019;"91530";"(1,4]";"0";"0";NA
2019;"91530";"(4,17]";"5";"0";0
2019;"91530";"(17,64]";"7";"0";0
2019;"91530";"(64,79]";"4";"0";0
2019;"91530";"(79,Inf]";"1";"0";0
2019;"91530";NA;"0";"0";NA
2019;"91540";"[0,1]";"0";"0";NA
2019;"91540";"(1,4]";"2";"0";0
2019;"91540";"(4,17]";"4";"0";0
2019;"91540";"(17,64]";"16";"0";0
2019;"91540";"(64,79]";"3";"0";0
2019;"91540";"(79,Inf]";"Anonymisé";"1-4";1
2019;"91540";NA;"0";"0";NA
2019;"91550";"[0,1]";"1";"0";0
2019;"91550";"(1,4]";"0";"0";NA
2019;"91550";"(4,17]";"6";"0";0
2019;"91550";"(17,64]";"Anonymisé";"1-4";0.1
2019;"91550";"(64,79]";"1";"0";0
2019;"91550";"(79,Inf]";"0";"0";NA
2019;"91550";NA;"0";"0";NA
2019;"91560";"[0,1]";"0";"0";NA
2019;"91560";"(1,4]";"0";"0";NA
2019;"91560";"(4,17]";"3";"0";0
2019;"91560";"(17,64]";"5";"0";0
2019;"91560";"(64,79]";"1";"0";0
2019;"91560";"(79,Inf]";"0";"0";NA
2019;"91560";NA;"0";"0";NA
2019;"91570";"[0,1]";"0";"0";NA
2019;"91570";"(1,4]";"0";"0";NA
2019;"91570";"(4,17]";"2";"0";0
2019;"91570";"(17,64]";"Anonymisé";"1-4";0.2
2019;"91570";"(64,79]";"2";"0";0
2019;"91570";"(79,Inf]";"1";"0";0
2019;"91570";NA;"0";"0";NA
2019;"91580";"[0,1]";"1";"0";0
2019;"91580";"(1,4]";"1";"0";0
2019;"91580";"(4,17]";"5";"0";0
2019;"91580";"(17,64]";"3";"0";0
2019;"91580";"(64,79]";"3";"0";0
2019;"91580";"(79,Inf]";"3";"0";0
2019;"91580";NA;"0";"0";NA
2019;"91590";"[0,1]";"1";"0";0
2019;"91590";"(1,4]";"0";"0";NA
2019;"91590";"(4,17]";"3";"0";0
2019;"91590";"(17,64]";"7";"0";0
2019;"91590";"(64,79]";"3";"0";0
2019;"91590";"(79,Inf]";"0";"0";NA
2019;"91590";NA;"0";"0";NA
2019;"91600";"[0,1]";"4";"0";0
2019;"91600";"(1,4]";"1";"0";0
2019;"91600";"(4,17]";"4";"0";0
2019;"91600";"(17,64]";"Anonymisé";"1-4";0.117647058823529
2019;"91600";"(64,79]";"2";"0";0
2019;"91600";"(79,Inf]";"2";"0";0
2019;"91600";NA;"0";"0";NA
2019;"91610";"[0,1]";"0";"0";NA
2019;"91610";"(1,4]";"0";"0";NA
2019;"91610";"(4,17]";"3";"0";0
2019;"91610";"(17,64]";"4";"0";0
2019;"91610";"(64,79]";"1";"0";0
2019;"91610";"(79,Inf]";"2";"0";0
2019;"91610";NA;"0";"0";NA
2019;"91620";"[0,1]";"1";"0";0
2019;"91620";"(1,4]";"1";"0";0
2019;"91620";"(4,17]";"6";"0";0
2019;"91620";"(17,64]";"7";"0";0
2019;"91620";"(64,79]";"3";"0";0
2019;"91620";"(79,Inf]";"0";"0";NA
2019;"91620";NA;"0";"0";NA
2019;"91630";"[0,1]";"0";"0";NA
2019;"91630";"(1,4]";"1";"0";0
2019;"91630";"(4,17]";"5";"0";0
2019;"91630";"(17,64]";"Anonymisé";"1-4";0.2
2019;"91630";"(64,79]";"3";"0";0
2019;"91630";"(79,Inf]";"0";"0";NA
2019;"91630";NA;"0";"0";NA
2019;"91640";"[0,1]";"3";"0";0
2019;"91640";"(1,4]";"0";"0";NA
2019;"91640";"(4,17]";"4";"0";0
2019;"91640";"(17,64]";"8";"0";0
2019;"91640";"(64,79]";"1";"0";0
2019;"91640";"(79,Inf]";"0";"0";NA
2019;"91640";NA;"0";"0";NA
2019;"91650";"[0,1]";"0";"0";NA
2019;"91650";"(1,4]";"0";"0";NA
2019;"91650";"(4,17]";"1";"0";0
2019;"91650";"(17,64]";"5";"0";0
2019;"91650";"(64,79]";"4";"0";0
2019;"91650";"(79,Inf]";"1";"0";0
2019;"91650";NA;"0";"0";NA
2019;"91670";"[0,1]";"0";"0";NA
2019;"91670";"(1,4]";"0";"0";NA
2019;"91670";"(4,17]";"0";"0";NA
2019;"91670";"(17,64]";"2";"0";0
2019;"91670";"(64,79]";"1";"0";0
2019;"91670";"(79,Inf]";"0";"0";NA
2019;"91670";NA;"0";"0";NA
2019;"91690";"[0,1]";"0";"0";NA
2019;"91690";"(1,4]";"0";"0";NA
2019;"91690";"(4,17]";"0";"0";NA
2019;"91690";"(17,64]";"6";"0";0
2019;"91690";"(64,79]";"1";"0";0
2019;"91690";"(79,Inf]";"1";"0";0
2019;"91690";NA;"0";"0";NA
2019;"91700";"[0,1]";"0";"0";NA
2019;"91700";"(1,4]";"2";"0";0
2019;"91700";"(4,17]";"Anonymisé";"1-4";0.0526315789473684
2019;"91700";"(17,64]";"32";"0";0
2019;"91700";"(64,79]";"5";"0";0
2019;"91700";"(79,Inf]";"0";"0";NA
2019;"91700";NA;"0";"0";NA
2019;"91720";"[0,1]";"0";"0";NA
2019;"91720";"(1,4]";"1";"0";0
2019;"91720";"(4,17]";"3";"0";0
2019;"91720";"(17,64]";"9";"0";0
2019;"91720";"(64,79]";"0";"0";NA
2019;"91720";"(79,Inf]";"0";"0";NA
2019;"91720";NA;"0";"0";NA
2019;"91750";"[0,1]";"0";"0";NA
2019;"91750";"(1,4]";"0";"0";NA
2019;"91750";"(4,17]";"0";"0";NA
2019;"91750";"(17,64]";"5";"0";0
2019;"91750";"(64,79]";"0";"0";NA
2019;"91750";"(79,Inf]";"0";"0";NA
2019;"91750";NA;"0";"0";NA
2019;"91780";"[0,1]";"0";"0";NA
2019;"91780";"(1,4]";"0";"0";NA
2019;"91780";"(4,17]";"0";"0";NA
2019;"91780";"(17,64]";"2";"0";0
2019;"91780";"(64,79]";"0";"0";NA
2019;"91780";"(79,Inf]";"0";"0";NA
2019;"91780";NA;"0";"0";NA
2019;"91800";"[0,1]";"4";"0";0
2019;"91800";"(1,4]";"0";"0";NA
2019;"91800";"(4,17]";"11";"0";0
2019;"91800";"(17,64]";"20";"0";0
2019;"91800";"(64,79]";"9";"0";0
2019;"91800";"(79,Inf]";"4";"0";0
2019;"91800";NA;"0";"0";NA
2019;"91830";"[0,1]";"0";"0";NA
2019;"91830";"(1,4]";"0";"0";NA
2019;"91830";"(4,17]";"1";"0";0
2019;"91830";"(17,64]";"2";"0";0
2019;"91830";"(64,79]";"0";"0";NA
2019;"91830";"(79,Inf]";"0";"0";NA
2019;"91830";NA;"0";"0";NA
2019;"91840";"[0,1]";"2";"0";0
2019;"91840";"(1,4]";"1";"0";0
2019;"91840";"(4,17]";"0";"0";NA
2019;"91840";"(17,64]";"1";"0";0
2019;"91840";"(64,79]";"0";"0";NA
2019;"91840";"(79,Inf]";"0";"0";NA
2019;"91840";NA;"0";"0";NA
2019;"91850";"[0,1]";"0";"0";NA
2019;"91850";"(1,4]";"0";"0";NA
2019;"91850";"(4,17]";"0";"0";NA
2019;"91850";"(17,64]";"Anonymisé";"1-4";1
2019;"91850";"(64,79]";"0";"0";NA
2019;"91850";"(79,Inf]";"0";"0";NA
2019;"91850";NA;"0";"0";NA
2019;"91860";"[0,1]";"0";"0";NA
2019;"91860";"(1,4]";"0";"0";NA
2019;"91860";"(4,17]";"1";"0";0
2019;"91860";"(17,64]";"Anonymisé";"1-4";0.125
2019;"91860";"(64,79]";"2";"0";0
2019;"91860";"(79,Inf]";"3";"0";0
2019;"91860";NA;"0";"0";NA
2019;"91910";"[0,1]";"0";"0";NA
2019;"91910";"(1,4]";"0";"0";NA
2019;"91910";"(4,17]";"0";"0";NA
2019;"91910";"(17,64]";"0";"0";NA
2019;"91910";"(64,79]";"0";"0";NA
2019;"91910";"(79,Inf]";"0";"0";NA
2019;"91910";NA;"0";"0";NA
2019;"91940";"[0,1]";"4";"0";0
2019;"91940";"(1,4]";"1";"0";0
2019;"91940";"(4,17]";"1";"0";0
2019;"91940";"(17,64]";"14";"0";0
2019;"91940";"(64,79]";"4";"0";0
2019;"91940";"(79,Inf]";"2";"0";0
2019;"91940";NA;"0";"0";NA
2019;"92000";"[0,1]";"8";"0";0
2019;"92000";"(1,4]";"Anonymisé";"1-4";0.2
2019;"92000";"(4,17]";"Anonymisé";"1-4";0.032258064516129
2019;"92000";"(17,64]";"88";"10";0.113636363636364
2019;"92000";"(64,79]";"2";"0";0
2019;"92000";"(79,Inf]";"10";"0";0
2019;"92000";NA;"0";"0";NA
2019;"92100";"[0,1]";"Anonymisé";"1-4";0.0833333333333333
2019;"92100";"(1,4]";"13";"0";0
2019;"92100";"(4,17]";"Anonymisé";"1-4";0.0178571428571429
2019;"92100";"(17,64]";"129";"7";0.0542635658914729
2019;"92100";"(64,79]";"28";"0";0
2019;"92100";"(79,Inf]";"Anonymisé";"1-4";0.0588235294117647
2019;"92100";NA;"0";"0";NA
2019;"92110";"[0,1]";"4";"0";0
2019;"92110";"(1,4]";"5";"0";0
2019;"92110";"(4,17]";"9";"0";0
2019;"92110";"(17,64]";"Anonymisé";"1-4";0.0526315789473684
2019;"92110";"(64,79]";"6";"0";0
2019;"92110";"(79,Inf]";"0";"0";NA
2019;"92110";NA;"0";"0";NA
2019;"92120";"[0,1]";"4";"0";0
2019;"92120";"(1,4]";"6";"0";0
2019;"92120";"(4,17]";"23";"0";0
2019;"92120";"(17,64]";"Anonymisé";"1-4";0.0384615384615385
2019;"92120";"(64,79]";"9";"0";0
2019;"92120";"(79,Inf]";"3";"0";0
2019;"92120";NA;"0";"0";NA
2019;"92130";"[0,1]";"4";"0";0
2019;"92130";"(1,4]";"Anonymisé";"1-4";0.125
2019;"92130";"(4,17]";"Anonymisé";"1-4";0.0625
2019;"92130";"(17,64]";"Anonymisé";"1-4";0.0273972602739726
2019;"92130";"(64,79]";"9";"0";0
2019;"92130";"(79,Inf]";"5";"0";0
2019;"92130";NA;"0";"0";NA
2019;"92140";"[0,1]";"3";"0";0
2019;"92140";"(1,4]";"7";"0";0
2019;"92140";"(4,17]";"27";"0";0
2019;"92140";"(17,64]";"Anonymisé";"1-4";0.0689655172413793
2019;"92140";"(64,79]";"Anonymisé";"1-4";0.0625
2019;"92140";"(79,Inf]";"9";"0";0
2019;"92140";NA;"0";"0";NA
2019;"92150";"[0,1]";"1";"0";0
2019;"92150";"(1,4]";"8";"0";0
2019;"92150";"(4,17]";"16";"0";0
2019;"92150";"(17,64]";"Anonymisé";"1-4";0.0784313725490196
2019;"92150";"(64,79]";"6";"0";0
2019;"92150";"(79,Inf]";"4";"0";0
2019;"92150";NA;"0";"0";NA
2019;"92160";"[0,1]";"2";"0";0
2019;"92160";"(1,4]";"Anonymisé";"1-4";0.2
2019;"92160";"(4,17]";"24";"0";0
2019;"92160";"(17,64]";"54";"6";0.111111111111111
2019;"92160";"(64,79]";"21";"0";0
2019;"92160";"(79,Inf]";"16";"0";0
2019;"92160";NA;"0";"0";NA
2019;"92170";"[0,1]";"1";"0";0
2019;"92170";"(1,4]";"3";"0";0
2019;"92170";"(4,17]";"7";"0";0
2019;"92170";"(17,64]";"Anonymisé";"1-4";0.103448275862069
2019;"92170";"(64,79]";"6";"0";0
2019;"92170";"(79,Inf]";"6";"0";0
2019;"92170";NA;"0";"0";NA
2019;"92190";"[0,1]";"5";"0";0
2019;"92190";"(1,4]";"3";"0";0
2019;"92190";"(4,17]";"13";"0";0
2019;"92190";"(17,64]";"Anonymisé";"1-4";0.05
2019;"92190";"(64,79]";"5";"0";0
2019;"92190";"(79,Inf]";"7";"0";0
2019;"92190";NA;"0";"0";NA
2019;"92200";"[0,1]";"Anonymisé";"1-4";0.166666666666667
2019;"92200";"(1,4]";"7";"0";0
2019;"92200";"(4,17]";"Anonymisé";"1-4";0.0277777777777778
2019;"92200";"(17,64]";"Anonymisé";"1-4";0.0365853658536585
2019;"92200";"(64,79]";"21";"0";0
2019;"92200";"(79,Inf]";"Anonymisé";"1-4";0.0526315789473684
2019;"92200";NA;"0";"0";NA
2019;"92210";"[0,1]";"1";"0";0
2019;"92210";"(1,4]";"4";"0";0
2019;"92210";"(4,17]";"16";"0";0
2019;"92210";"(17,64]";"Anonymisé";"1-4";0.0487804878048781
2019;"92210";"(64,79]";"11";"0";0
2019;"92210";"(79,Inf]";"6";"0";0
2019;"92210";NA;"0";"0";NA
2019;"92220";"[0,1]";"Anonymisé";"1-4";0.2
2019;"92220";"(1,4]";"2";"0";0
2019;"92220";"(4,17]";"Anonymisé";"1-4";0.1
2019;"92220";"(17,64]";"Anonymisé";"1-4";0.0909090909090909
2019;"92220";"(64,79]";"1";"0";0
2019;"92220";"(79,Inf]";"2";"0";0
2019;"92220";NA;"0";"0";NA
2019;"92230";"[0,1]";"2";"0";0
2019;"92230";"(1,4]";"2";"0";0
2019;"92230";"(4,17]";"15";"0";0
2019;"92230";"(17,64]";"Anonymisé";"1-4";0.133333333333333
2019;"92230";"(64,79]";"8";"0";0
2019;"92230";"(79,Inf]";"1";"0";0
2019;"92230";NA;"0";"0";NA
2019;"92240";"[0,1]";"2";"0";0
2019;"92240";"(1,4]";"2";"0";0
2019;"92240";"(4,17]";"12";"0";0
2019;"92240";"(17,64]";"Anonymisé";"1-4";0.0476190476190476
2019;"92240";"(64,79]";"Anonymisé";"1-4";0.142857142857143
2019;"92240";"(79,Inf]";"2";"0";0
2019;"92240";NA;"0";"0";NA
2019;"92250";"[0,1]";"Anonymisé";"1-4";0.333333333333333
2019;"92250";"(1,4]";"6";"0";0
2019;"92250";"(4,17]";"9";"0";0
2019;"92250";"(17,64]";"Anonymisé";"1-4";0.0384615384615385
2019;"92250";"(64,79]";"Anonymisé";"1-4";0.333333333333333
2019;"92250";"(79,Inf]";"0";"0";NA
2019;"92250";NA;"0";"0";NA
2019;"92260";"[0,1]";"2";"0";0
2019;"92260";"(1,4]";"3";"0";0
2019;"92260";"(4,17]";"Anonymisé";"1-4";0.111111111111111
2019;"92260";"(17,64]";"Anonymisé";"1-4";0.0416666666666667
2019;"92260";"(64,79]";"8";"0";0
2019;"92260";"(79,Inf]";"1";"0";0
2019;"92260";NA;"0";"0";NA
2019;"92270";"[0,1]";"Anonymisé";"1-4";0.142857142857143
2019;"92270";"(1,4]";"0";"0";NA
2019;"92270";"(4,17]";"9";"0";0
2019;"92270";"(17,64]";"Anonymisé";"1-4";0.0416666666666667
2019;"92270";"(64,79]";"5";"0";0
2019;"92270";"(79,Inf]";"10";"0";0
2019;"92270";NA;"0";"0";NA
2019;"92290";"[0,1]";"1";"0";0
2019;"92290";"(1,4]";"1";"0";0
2019;"92290";"(4,17]";"5";"0";0
2019;"92290";"(17,64]";"Anonymisé";"1-4";0.0416666666666667
2019;"92290";"(64,79]";"8";"0";0
2019;"92290";"(79,Inf]";"0";"0";NA
2019;"92290";NA;"0";"0";NA
2019;"92300";"[0,1]";"Anonymisé";"1-4";0.0666666666666667
2019;"92300";"(1,4]";"Anonymisé";"1-4";0.1
2019;"92300";"(4,17]";"Anonymisé";"1-4";0.0357142857142857
2019;"92300";"(17,64]";"Anonymisé";"1-4";0.0481927710843374
2019;"92300";"(64,79]";"13";"0";0
2019;"92300";"(79,Inf]";"7";"0";0
2019;"92300";NA;"0";"0";NA
2019;"92310";"[0,1]";"1";"0";0
2019;"92310";"(1,4]";"2";"0";0
2019;"92310";"(4,17]";"18";"0";0
2019;"92310";"(17,64]";"Anonymisé";"1-4";0.0454545454545455
2019;"92310";"(64,79]";"6";"0";0
2019;"92310";"(79,Inf]";"4";"0";0
2019;"92310";NA;"0";"0";NA
2019;"92320";"[0,1]";"5";"0";0
2019;"92320";"(1,4]";"3";"0";0
2019;"92320";"(4,17]";"Anonymisé";"1-4";0.1
2019;"92320";"(17,64]";"Anonymisé";"1-4";0.102564102564103
2019;"92320";"(64,79]";"9";"0";0
2019;"92320";"(79,Inf]";"3";"0";0
2019;"92320";NA;"0";"0";NA
2019;"92330";"[0,1]";"1";"0";0
2019;"92330";"(1,4]";"2";"0";0
2019;"92330";"(4,17]";"10";"0";0
2019;"92330";"(17,64]";"Anonymisé";"1-4";0.15
2019;"92330";"(64,79]";"4";"0";0
2019;"92330";"(79,Inf]";"2";"0";0
2019;"92330";NA;"0";"0";NA
2019;"92340";"[0,1]";"1";"0";0
2019;"92340";"(1,4]";"0";"0";NA
2019;"92340";"(4,17]";"11";"0";0
2019;"92340";"(17,64]";"16";"0";0
2019;"92340";"(64,79]";"8";"0";0
2019;"92340";"(79,Inf]";"2";"0";0
2019;"92340";NA;"0";"0";NA
2019;"92350";"[0,1]";"3";"0";0
2019;"92350";"(1,4]";"4";"0";0
2019;"92350";"(4,17]";"13";"0";0
2019;"92350";"(17,64]";"28";"0";0
2019;"92350";"(64,79]";"6";"0";0
2019;"92350";"(79,Inf]";"3";"0";0
2019;"92350";NA;"0";"0";NA
2019;"92360";"[0,1]";"0";"0";NA
2019;"92360";"(1,4]";"1";"0";0
2019;"92360";"(4,17]";"Anonymisé";"1-4";0.333333333333333
2019;"92360";"(17,64]";"11";"0";0
2019;"92360";"(64,79]";"3";"0";0
2019;"92360";"(79,Inf]";"2";"0";0
2019;"92360";NA;"0";"0";NA
2019;"92370";"[0,1]";"3";"0";0
2019;"92370";"(1,4]";"4";"0";0
2019;"92370";"(4,17]";"5";"0";0
2019;"92370";"(17,64]";"Anonymisé";"1-4";0.0454545454545455
2019;"92370";"(64,79]";"11";"0";0
2019;"92370";"(79,Inf]";"Anonymisé";"1-4";0.333333333333333
2019;"92370";NA;"0";"0";NA
2019;"92380";"[0,1]";"4";"0";0
2019;"92380";"(1,4]";"1";"0";0
2019;"92380";"(4,17]";"7";"0";0
2019;"92380";"(17,64]";"Anonymisé";"1-4";0.0357142857142857
2019;"92380";"(64,79]";"7";"0";0
2019;"92380";"(79,Inf]";"4";"0";0
2019;"92380";NA;"0";"0";NA
2019;"92390";"[0,1]";"1";"0";0
2019;"92390";"(1,4]";"1";"0";0
2019;"92390";"(4,17]";"4";"0";0
2019;"92390";"(17,64]";"Anonymisé";"1-4";0.0769230769230769
2019;"92390";"(64,79]";"4";"0";0
2019;"92390";"(79,Inf]";"0";"0";NA
2019;"92390";NA;"0";"0";NA
2019;"92400";"[0,1]";"9";"0";0
2019;"92400";"(1,4]";"Anonymisé";"1-4";0.333333333333333
2019;"92400";"(4,17]";"35";"0";0
2019;"92400";"(17,64]";"91";"8";0.0879120879120879
2019;"92400";"(64,79]";"19";"0";0
2019;"92400";"(79,Inf]";"9";"0";0
2019;"92400";NA;"0";"0";NA
2019;"92410";"[0,1]";"0";"0";NA
2019;"92410";"(1,4]";"2";"0";0
2019;"92410";"(4,17]";"7";"0";0
2019;"92410";"(17,64]";"13";"0";0
2019;"92410";"(64,79]";"11";"0";0
2019;"92410";"(79,Inf]";"0";"0";NA
2019;"92410";NA;"0";"0";NA
2019;"92420";"[0,1]";"0";"0";NA
2019;"92420";"(1,4]";"0";"0";NA
2019;"92420";"(4,17]";"1";"0";0
2019;"92420";"(17,64]";"Anonymisé";"1-4";0.222222222222222
2019;"92420";"(64,79]";"5";"0";0
2019;"92420";"(79,Inf]";"6";"0";0
2019;"92420";NA;"0";"0";NA
2019;"92500";"[0,1]";"Anonymisé";"1-4";0.2
2019;"92500";"(1,4]";"5";"0";0
2019;"92500";"(4,17]";"Anonymisé";"1-4";0.0263157894736842
2019;"92500";"(17,64]";"Anonymisé";"1-4";0.032258064516129
2019;"92500";"(64,79]";"Anonymisé";"1-4";0.0869565217391304
2019;"92500";"(79,Inf]";"10";"0";0
2019;"92500";NA;"0";"0";NA
2019;"92600";"[0,1]";"13";"0";0
2019;"92600";"(1,4]";"6";"0";0
2019;"92600";"(4,17]";"Anonymisé";"1-4";0.0571428571428571
2019;"92600";"(17,64]";"96";"8";0.0833333333333333
2019;"92600";"(64,79]";"Anonymisé";"1-4";0.0769230769230769
2019;"92600";"(79,Inf]";"8";"0";0
2019;"92600";NA;"0";"0";NA
2019;"92700";"[0,1]";"5";"0";0
2019;"92700";"(1,4]";"Anonymisé";"1-4";0.333333333333333
2019;"92700";"(4,17]";"24";"0";0
2019;"92700";"(17,64]";"64";"5";0.078125
2019;"92700";"(64,79]";"10";"0";0
2019;"92700";"(79,Inf]";"9";"0";0
2019;"92700";NA;"0";"0";NA
2019;"92800";"[0,1]";"5";"0";0
2019;"92800";"(1,4]";"1";"0";0
2019;"92800";"(4,17]";"14";"0";0
2019;"92800";"(17,64]";"Anonymisé";"1-4";0.0476190476190476
2019;"92800";"(64,79]";"8";"0";0
2019;"92800";"(79,Inf]";"0";"0";NA
2019;"92800";NA;"0";"0";NA
2019;"93000";"[0,1]";"1";"0";0
2019;"93000";"(1,4]";"Anonymisé";"1-4";0.2
2019;"93000";"(4,17]";"Anonymisé";"1-4";0.133333333333333
2019;"93000";"(17,64]";"Anonymisé";"1-4";0.103448275862069
2019;"93000";"(64,79]";"2";"0";0
2019;"93000";"(79,Inf]";"2";"0";0
2019;"93000";NA;"0";"0";NA
2019;"93100";"[0,1]";"15";"0";0
2019;"93100";"(1,4]";"12";"0";0
2019;"93100";"(4,17]";"Anonymisé";"1-4";0.0196078431372549
2019;"93100";"(17,64]";"122";"7";0.0573770491803279
2019;"93100";"(64,79]";"Anonymisé";"1-4";0.166666666666667
2019;"93100";"(79,Inf]";"1";"0";0
2019;"93100";NA;"0";"0";NA
2019;"93110";"[0,1]";"Anonymisé";"1-4";1
2019;"93110";"(1,4]";"2";"0";0
2019;"93110";"(4,17]";"Anonymisé";"1-4";0.25
2019;"93110";"(17,64]";"Anonymisé";"1-4";0.03125
2019;"93110";"(64,79]";"7";"0";0
2019;"93110";"(79,Inf]";"5";"0";0
2019;"93110";NA;"0";"0";NA
2019;"93120";"[0,1]";"0";"0";NA
2019;"93120";"(1,4]";"1";"0";0
2019;"93120";"(4,17]";"Anonymisé";"1-4";0.125
2019;"93120";"(17,64]";"Anonymisé";"1-4";0.117647058823529
2019;"93120";"(64,79]";"Anonymisé";"1-4";0.4
