"annee";"CP_clean";"age_class";"N_RPU";"N_HCL";"part_HCL"
2021;"26220";"(4,17]";"Anonymisé";"1-4";0.0112359550561798
2021;"26220";"(17,64]";"Anonymisé";"1-4";0.00343642611683849
2021;"26220";"(64,79]";"Anonymisé";"1-4";0.00740740740740741
2021;"26220";"(79,Inf]";"Anonymisé";"1-4";0.0136054421768707
2021;"26220";NA;"0";"0";NA
2021;"26230";"[0,1]";"62";"0";0
2021;"26230";"(1,4]";"44";"0";0
2021;"26230";"(4,17]";"Anonymisé";"1-4";0.0119047619047619
2021;"26230";"(17,64]";"379";"5";0.0131926121372032
2021;"26230";"(64,79]";"111";"0";0
2021;"26230";"(79,Inf]";"80";"0";0
2021;"26230";NA;"0";"0";NA
2021;"26240";"[0,1]";"285";"7";0.0245614035087719
2021;"26240";"(1,4]";"Anonymisé";"1-4";0.00696864111498258
2021;"26240";"(4,17]";"Anonymisé";"1-4";0.00496277915632754
2021;"26240";"(17,64]";"2742";"12";0.00437636761487965
2021;"26240";"(64,79]";"Anonymisé";"1-4";0.0015552099533437
2021;"26240";"(79,Inf]";"Anonymisé";"1-4";0.00197628458498024
2021;"26240";NA;"0";"0";NA
2021;"26250";"[0,1]";"Anonymisé";"1-4";0.0225988700564972
2021;"26250";"(1,4]";"139";"0";0
2021;"26250";"(4,17]";"443";"0";0
2021;"26250";"(17,64]";"1471";"8";0.00543847722637661
2021;"26250";"(64,79]";"380";"0";0
2021;"26250";"(79,Inf]";"284";"0";0
2021;"26250";NA;"0";"0";NA
2021;"26260";"[0,1]";"180";"0";0
2021;"26260";"(1,4]";"Anonymisé";"1-4";0.00675675675675676
2021;"26260";"(4,17]";"Anonymisé";"1-4";0.00710900473933649
2021;"26260";"(17,64]";"1344";"8";0.00595238095238095
2021;"26260";"(64,79]";"384";"0";0
2021;"26260";"(79,Inf]";"Anonymisé";"1-4";0.00408163265306122
2021;"26260";NA;"0";"0";NA
2021;"26270";"[0,1]";"191";"0";0
2021;"26270";"(1,4]";"118";"0";0
2021;"26270";"(4,17]";"Anonymisé";"1-4";0.0018796992481203
2021;"26270";"(17,64]";"1498";"11";0.00734312416555407
2021;"26270";"(64,79]";"Anonymisé";"1-4";0.00459770114942529
2021;"26270";"(79,Inf]";"233";"0";0
2021;"26270";NA;"0";"0";NA
2021;"26290";"[0,1]";"Anonymisé";"1-4";0.010989010989011
2021;"26290";"(1,4]";"158";"0";0
2021;"26290";"(4,17]";"316";"0";0
2021;"26290";"(17,64]";"Anonymisé";"1-4";0.0017905102954342
2021;"26290";"(64,79]";"193";"0";0
2021;"26290";"(79,Inf]";"138";"0";0
2021;"26290";NA;"0";"0";NA
2021;"26300";"[0,1]";"Anonymisé";"1-4";0.00505902192242833
2021;"26300";"(1,4]";"452";"0";0
2021;"26300";"(4,17]";"Anonymisé";"1-4";0.00387972841901067
2021;"26300";"(17,64]";"3284";"16";0.0048721071863581
2021;"26300";"(64,79]";"Anonymisé";"1-4";0.00341685649202733
2021;"26300";"(79,Inf]";"746";"0";0
2021;"26300";NA;"0";"0";NA
2021;"26310";"[0,1]";"Anonymisé";"1-4";0.1
2021;"26310";"(1,4]";"37";"0";0
2021;"26310";"(4,17]";"82";"0";0
2021;"26310";"(17,64]";"Anonymisé";"1-4";0.0028169014084507
2021;"26310";"(64,79]";"136";"0";0
2021;"26310";"(79,Inf]";"108";"0";0
2021;"26310";NA;"0";"0";NA
2021;"26320";"[0,1]";"Anonymisé";"1-4";0.0136986301369863
2021;"26320";"(1,4]";"123";"0";0
2021;"26320";"(4,17]";"317";"0";0
2021;"26320";"(17,64]";"Anonymisé";"1-4";0.00264550264550265
2021;"26320";"(64,79]";"191";"0";0
2021;"26320";"(79,Inf]";"189";"0";0
2021;"26320";NA;"0";"0";NA
2021;"26330";"[0,1]";"42";"0";0
2021;"26330";"(1,4]";"Anonymisé";"1-4";0.0303030303030303
2021;"26330";"(4,17]";"Anonymisé";"1-4";0.0103092783505155
2021;"26330";"(17,64]";"Anonymisé";"1-4";0.00934579439252336
2021;"26330";"(64,79]";"86";"0";0
2021;"26330";"(79,Inf]";"Anonymisé";"1-4";0.00595238095238095
2021;"26330";NA;"0";"0";NA
2021;"26340";"[0,1]";"20";"0";0
2021;"26340";"(1,4]";"30";"0";0
2021;"26340";"(4,17]";"130";"0";0
2021;"26340";"(17,64]";"Anonymisé";"1-4";0.0078740157480315
2021;"26340";"(64,79]";"Anonymisé";"1-4";0.00704225352112676
2021;"26340";"(79,Inf]";"86";"0";0
2021;"26340";NA;"0";"0";NA
2021;"26350";"[0,1]";"39";"0";0
2021;"26350";"(1,4]";"34";"0";0
2021;"26350";"(4,17]";"118";"0";0
2021;"26350";"(17,64]";"Anonymisé";"1-4";0.00604229607250755
2021;"26350";"(64,79]";"Anonymisé";"1-4";0.010989010989011
2021;"26350";"(79,Inf]";"Anonymisé";"1-4";0.04
2021;"26350";NA;"0";"0";NA
2021;"26380";"[0,1]";"37";"0";0
2021;"26380";"(1,4]";"28";"0";0
2021;"26380";"(4,17]";"98";"0";0
2021;"26380";"(17,64]";"Anonymisé";"1-4";0.00304878048780488
2021;"26380";"(64,79]";"Anonymisé";"1-4";0.0105263157894737
2021;"26380";"(79,Inf]";"58";"0";0
2021;"26380";NA;"0";"0";NA
2021;"26390";"[0,1]";"13";"0";0
2021;"26390";"(1,4]";"21";"0";0
2021;"26390";"(4,17]";"Anonymisé";"1-4";0.025974025974026
2021;"26390";"(17,64]";"Anonymisé";"1-4";0.015
2021;"26390";"(64,79]";"Anonymisé";"1-4";0.0099009900990099
2021;"26390";"(79,Inf]";"92";"0";0
2021;"26390";NA;"0";"0";NA
2021;"26400";"[0,1]";"Anonymisé";"1-4";0.0111940298507463
2021;"26400";"(1,4]";"324";"0";0
2021;"26400";"(4,17]";"1364";"8";0.00586510263929619
2021;"26400";"(17,64]";"4319";"7";0.00162074554294976
2021;"26400";"(64,79]";"Anonymisé";"1-4";0.00138985406532314
2021;"26400";"(79,Inf]";"1088";"0";0
2021;"26400";NA;"0";"0";NA
2021;"26410";"[0,1]";"22";"0";0
2021;"26410";"(1,4]";"26";"0";0
2021;"26410";"(4,17]";"89";"0";0
2021;"26410";"(17,64]";"Anonymisé";"1-4";0.00294985250737463
2021;"26410";"(64,79]";"149";"0";0
2021;"26410";"(79,Inf]";"101";"0";0
2021;"26410";NA;"0";"0";NA
2021;"26420";"[0,1]";"10";"0";0
2021;"26420";"(1,4]";"12";"0";0
2021;"26420";"(4,17]";"35";"0";0
2021;"26420";"(17,64]";"Anonymisé";"1-4";0.00719424460431655
2021;"26420";"(64,79]";"41";"0";0
2021;"26420";"(79,Inf]";"43";"0";0
2021;"26420";NA;"0";"0";NA
2021;"26450";"[0,1]";"43";"0";0
2021;"26450";"(1,4]";"28";"0";0
2021;"26450";"(4,17]";"113";"0";0
2021;"26450";"(17,64]";"Anonymisé";"1-4";0.00251256281407035
2021;"26450";"(64,79]";"101";"0";0
2021;"26450";"(79,Inf]";"83";"0";0
2021;"26450";NA;"0";"0";NA
2021;"26460";"[0,1]";"2";"0";0
2021;"26460";"(1,4]";"4";"0";0
2021;"26460";"(4,17]";"Anonymisé";"1-4";0.0204081632653061
2021;"26460";"(17,64]";"Anonymisé";"1-4";0.016260162601626
2021;"26460";"(64,79]";"58";"0";0
2021;"26460";"(79,Inf]";"56";"0";0
2021;"26460";NA;"0";"0";NA
2021;"26470";"[0,1]";"1";"0";0
2021;"26470";"(1,4]";"2";"0";0
2021;"26470";"(4,17]";"5";"0";0
2021;"26470";"(17,64]";"Anonymisé";"1-4";0.0714285714285714
2021;"26470";"(64,79]";"16";"0";0
2021;"26470";"(79,Inf]";"25";"0";0
2021;"26470";NA;"0";"0";NA
2021;"26500";"[0,1]";"Anonymisé";"1-4";0.00707547169811321
2021;"26500";"(1,4]";"365";"0";0
2021;"26500";"(4,17]";"904";"6";0.00663716814159292
2021;"26500";"(17,64]";"2977";"7";0.00235136042996305
2021;"26500";"(64,79]";"Anonymisé";"1-4";0.00377833753148615
2021;"26500";"(79,Inf]";"673";"0";0
2021;"26500";NA;"0";"0";NA
2021;"26510";"[0,1]";"0";"0";NA
2021;"26510";"(1,4]";"1";"0";0
2021;"26510";"(4,17]";"3";"0";0
2021;"26510";"(17,64]";"18";"0";0
2021;"26510";"(64,79]";"8";"0";0
2021;"26510";"(79,Inf]";"5";"0";0
2021;"26510";NA;"0";"0";NA
2021;"26530";"[0,1]";"8";"0";0
2021;"26530";"(1,4]";"14";"0";0
2021;"26530";"(4,17]";"38";"0";0
2021;"26530";"(17,64]";"Anonymisé";"1-4";0.00980392156862745
2021;"26530";"(64,79]";"Anonymisé";"1-4";0.0769230769230769
2021;"26530";"(79,Inf]";"16";"0";0
2021;"26530";NA;"0";"0";NA
2021;"26540";"[0,1]";"Anonymisé";"1-4";0.0217391304347826
2021;"26540";"(1,4]";"32";"0";0
2021;"26540";"(4,17]";"105";"0";0
2021;"26540";"(17,64]";"Anonymisé";"1-4";0.0104166666666667
2021;"26540";"(64,79]";"117";"0";0
2021;"26540";"(79,Inf]";"132";"0";0
2021;"26540";NA;"0";"0";NA
2021;"26560";"[0,1]";"0";"0";NA
2021;"26560";"(1,4]";"0";"0";NA
2021;"26560";"(4,17]";"0";"0";NA
2021;"26560";"(17,64]";"Anonymisé";"1-4";0.111111111111111
2021;"26560";"(64,79]";"2";"0";0
2021;"26560";"(79,Inf]";"0";"0";NA
2021;"26560";NA;"0";"0";NA
2021;"26600";"[0,1]";"409";"0";0
2021;"26600";"(1,4]";"Anonymisé";"1-4";0.00831024930747922
2021;"26600";"(4,17]";"Anonymisé";"1-4";0.00100300902708124
2021;"26600";"(17,64]";"3098";"11";0.00355067785668173
2021;"26600";"(64,79]";"809";"6";0.00741656365883807
2021;"26600";"(79,Inf]";"581";"0";0
2021;"26600";NA;"0";"0";NA
2021;"26700";"[0,1]";"Anonymisé";"1-4";0.0114942528735632
2021;"26700";"(1,4]";"251";"0";0
2021;"26700";"(4,17]";"Anonymisé";"1-4";0.00186219739292365
2021;"26700";"(17,64]";"Anonymisé";"1-4";0.000981836033382425
2021;"26700";"(64,79]";"408";"0";0
2021;"26700";"(79,Inf]";"390";"0";0
2021;"26700";NA;"0";"0";NA
2021;"26730";"[0,1]";"37";"0";0
2021;"26730";"(1,4]";"20";"0";0
2021;"26730";"(4,17]";"Anonymisé";"1-4";0.010752688172043
2021;"26730";"(17,64]";"216";"0";0
2021;"26730";"(64,79]";"58";"0";0
2021;"26730";"(79,Inf]";"36";"0";0
2021;"26730";NA;"0";"0";NA
2021;"26740";"[0,1]";"Anonymisé";"1-4";0.00763358778625954
2021;"26740";"(1,4]";"183";"0";0
2021;"26740";"(4,17]";"Anonymisé";"1-4";0.00776699029126214
2021;"26740";"(17,64]";"1653";"5";0.00302480338777979
2021;"26740";"(64,79]";"340";"0";0
2021;"26740";"(79,Inf]";"211";"0";0
2021;"26740";NA;"0";"0";NA
2021;"26750";"[0,1]";"125";"0";0
2021;"26750";"(1,4]";"131";"0";0
2021;"26750";"(4,17]";"270";"0";0
2021;"26750";"(17,64]";"Anonymisé";"1-4";0.00130718954248366
2021;"26750";"(64,79]";"274";"0";0
2021;"26750";"(79,Inf]";"271";"0";0
2021;"26750";NA;"0";"0";NA
2021;"26760";"[0,1]";"92";"0";0
2021;"26760";"(1,4]";"72";"0";0
2021;"26760";"(4,17]";"201";"0";0
2021;"26760";"(17,64]";"Anonymisé";"1-4";0.00525394045534151
2021;"26760";"(64,79]";"Anonymisé";"1-4";0.00520833333333333
2021;"26760";"(79,Inf]";"Anonymisé";"1-4";0.00591715976331361
2021;"26760";NA;"0";"0";NA
2021;"26770";"[0,1]";"18";"0";0
2021;"26770";"(1,4]";"12";"0";0
2021;"26770";"(4,17]";"26";"0";0
2021;"26770";"(17,64]";"116";"0";0
2021;"26770";"(64,79]";"45";"0";0
2021;"26770";"(79,Inf]";"33";"0";0
2021;"26770";NA;"0";"0";NA
2021;"26780";"[0,1]";"216";"0";0
2021;"26780";"(1,4]";"172";"0";0
2021;"26780";"(4,17]";"Anonymisé";"1-4";0.00261780104712042
2021;"26780";"(17,64]";"Anonymisé";"1-4";0.00173160173160173
2021;"26780";"(64,79]";"280";"0";0
2021;"26780";"(79,Inf]";"167";"0";0
2021;"26780";NA;"0";"0";NA
2021;"26790";"[0,1]";"29";"0";0
2021;"26790";"(1,4]";"10";"0";0
2021;"26790";"(4,17]";"Anonymisé";"1-4";0.0222222222222222
2021;"26790";"(17,64]";"Anonymisé";"1-4";0.00549450549450549
2021;"26790";"(64,79]";"48";"0";0
2021;"26790";"(79,Inf]";"50";"0";0
2021;"26790";NA;"0";"0";NA
2021;"26800";"[0,1]";"375";"0";0
2021;"26800";"(1,4]";"Anonymisé";"1-4";0.00389105058365759
2021;"26800";"(4,17]";"Anonymisé";"1-4";0.00320512820512821
2021;"26800";"(17,64]";"2627";"14";0.00532927293490674
2021;"26800";"(64,79]";"Anonymisé";"1-4";0.00141643059490085
2021;"26800";"(79,Inf]";"563";"0";0
2021;"26800";NA;"0";"0";NA
2021;"27000";"[0,1]";"Anonymisé";"1-4";0.2
2021;"27000";"(1,4]";"0";"0";NA
2021;"27000";"(4,17]";"7";"0";0
2021;"27000";"(17,64]";"31";"6";0.193548387096774
2021;"27000";"(64,79]";"4";"0";0
2021;"27000";"(79,Inf]";"6";"0";0
2021;"27000";NA;"0";"0";NA
2021;"27100";"[0,1]";"0";"0";NA
2021;"27100";"(1,4]";"0";"0";NA
2021;"27100";"(4,17]";"3";"0";0
2021;"27100";"(17,64]";"Anonymisé";"1-4";0.125
2021;"27100";"(64,79]";"1";"0";0
2021;"27100";"(79,Inf]";"0";"0";NA
2021;"27100";NA;"0";"0";NA
2021;"27120";"[0,1]";"2";"0";0
2021;"27120";"(1,4]";"2";"0";0
2021;"27120";"(4,17]";"1";"0";0
2021;"27120";"(17,64]";"10";"0";0
2021;"27120";"(64,79]";"2";"0";0
2021;"27120";"(79,Inf]";"1";"0";0
2021;"27120";NA;"0";"0";NA
2021;"27130";"[0,1]";"0";"0";NA
2021;"27130";"(1,4]";"0";"0";NA
2021;"27130";"(4,17]";"1";"0";0
2021;"27130";"(17,64]";"5";"0";0
2021;"27130";"(64,79]";"1";"0";0
2021;"27130";"(79,Inf]";"0";"0";NA
2021;"27130";NA;"0";"0";NA
2021;"27180";"[0,1]";"0";"0";NA
2021;"27180";"(1,4]";"0";"0";NA
2021;"27180";"(4,17]";"4";"0";0
2021;"27180";"(17,64]";"Anonymisé";"1-4";0.0666666666666667
2021;"27180";"(64,79]";"0";"0";NA
2021;"27180";"(79,Inf]";"3";"0";0
2021;"27180";NA;"0";"0";NA
2021;"27190";"[0,1]";"0";"0";NA
2021;"27190";"(1,4]";"0";"0";NA
2021;"27190";"(4,17]";"1";"0";0
2021;"27190";"(17,64]";"8";"0";0
2021;"27190";"(64,79]";"4";"0";0
2021;"27190";"(79,Inf]";"0";"0";NA
2021;"27190";NA;"0";"0";NA
2021;"27200";"[0,1]";"0";"0";NA
2021;"27200";"(1,4]";"1";"0";0
2021;"27200";"(4,17]";"3";"0";0
2021;"27200";"(17,64]";"Anonymisé";"1-4";0.05
2021;"27200";"(64,79]";"2";"0";0
2021;"27200";"(79,Inf]";"1";"0";0
2021;"27200";NA;"0";"0";NA
2021;"27210";"[0,1]";"1";"0";0
2021;"27210";"(1,4]";"0";"0";NA
2021;"27210";"(4,17]";"2";"0";0
2021;"27210";"(17,64]";"8";"0";0
2021;"27210";"(64,79]";"2";"0";0
2021;"27210";"(79,Inf]";"0";"0";NA
2021;"27210";NA;"0";"0";NA
2021;"27220";"[0,1]";"0";"0";NA
2021;"27220";"(1,4]";"0";"0";NA
2021;"27220";"(4,17]";"2";"0";0
2021;"27220";"(17,64]";"15";"0";0
2021;"27220";"(64,79]";"3";"0";0
2021;"27220";"(79,Inf]";"0";"0";NA
2021;"27220";NA;"0";"0";NA
2021;"27230";"[0,1]";"0";"0";NA
2021;"27230";"(1,4]";"1";"0";0
2021;"27230";"(4,17]";"0";"0";NA
2021;"27230";"(17,64]";"2";"0";0
2021;"27230";"(64,79]";"1";"0";0
2021;"27230";"(79,Inf]";"0";"0";NA
2021;"27230";NA;"0";"0";NA
2021;"27240";"[0,1]";"0";"0";NA
2021;"27240";"(1,4]";"0";"0";NA
2021;"27240";"(4,17]";"0";"0";NA
2021;"27240";"(17,64]";"5";"0";0
2021;"27240";"(64,79]";"3";"0";0
2021;"27240";"(79,Inf]";"0";"0";NA
2021;"27240";NA;"0";"0";NA
2021;"27250";"[0,1]";"0";"0";NA
2021;"27250";"(1,4]";"0";"0";NA
2021;"27250";"(4,17]";"0";"0";NA
2021;"27250";"(17,64]";"1";"0";0
2021;"27250";"(64,79]";"Anonymisé";"1-4";0.5
2021;"27250";"(79,Inf]";"0";"0";NA
2021;"27250";NA;"0";"0";NA
2021;"27260";"[0,1]";"0";"0";NA
2021;"27260";"(1,4]";"0";"0";NA
2021;"27260";"(4,17]";"1";"0";0
2021;"27260";"(17,64]";"3";"0";0
2021;"27260";"(64,79]";"0";"0";NA
2021;"27260";"(79,Inf]";"0";"0";NA
2021;"27260";NA;"0";"0";NA
2021;"27290";"[0,1]";"0";"0";NA
2021;"27290";"(1,4]";"0";"0";NA
2021;"27290";"(4,17]";"0";"0";NA
2021;"27290";"(17,64]";"Anonymisé";"1-4";0.2
2021;"27290";"(64,79]";"Anonymisé";"1-4";0.5
2021;"27290";"(79,Inf]";"0";"0";NA
2021;"27290";NA;"0";"0";NA
2021;"27300";"[0,1]";"0";"0";NA
2021;"27300";"(1,4]";"0";"0";NA
2021;"27300";"(4,17]";"3";"0";0
2021;"27300";"(17,64]";"10";"0";0
2021;"27300";"(64,79]";"4";"0";0
2021;"27300";"(79,Inf]";"2";"0";0
2021;"27300";NA;"0";"0";NA
2021;"27310";"[0,1]";"1";"0";0
2021;"27310";"(1,4]";"1";"0";0
2021;"27310";"(4,17]";"Anonymisé";"1-4";0.142857142857143
2021;"27310";"(17,64]";"Anonymisé";"1-4";0.2
2021;"27310";"(64,79]";"3";"0";0
2021;"27310";"(79,Inf]";"0";"0";NA
2021;"27310";NA;"0";"0";NA
2021;"27320";"[0,1]";"0";"0";NA
2021;"27320";"(1,4]";"0";"0";NA
2021;"27320";"(4,17]";"2";"0";0
2021;"27320";"(17,64]";"9";"0";0
2021;"27320";"(64,79]";"0";"0";NA
2021;"27320";"(79,Inf]";"1";"0";0
2021;"27320";NA;"0";"0";NA
2021;"27330";"[0,1]";"0";"0";NA
2021;"27330";"(1,4]";"0";"0";NA
2021;"27330";"(4,17]";"0";"0";NA
2021;"27330";"(17,64]";"0";"0";NA
2021;"27330";"(64,79]";"0";"0";NA
2021;"27330";"(79,Inf]";"1";"0";0
2021;"27330";NA;"0";"0";NA
2021;"27340";"[0,1]";"0";"0";NA
2021;"27340";"(1,4]";"0";"0";NA
2021;"27340";"(4,17]";"6";"0";0
2021;"27340";"(17,64]";"4";"0";0
2021;"27340";"(64,79]";"0";"0";NA
2021;"27340";"(79,Inf]";"0";"0";NA
2021;"27340";NA;"0";"0";NA
2021;"27370";"[0,1]";"0";"0";NA
2021;"27370";"(1,4]";"1";"0";0
2021;"27370";"(4,17]";"4";"0";0
2021;"27370";"(17,64]";"Anonymisé";"1-4";0.0769230769230769
2021;"27370";"(64,79]";"5";"0";0
2021;"27370";"(79,Inf]";"1";"0";0
2021;"27370";NA;"0";"0";NA
2021;"27380";"[0,1]";"4";"0";0
2021;"27380";"(1,4]";"0";"0";NA
2021;"27380";"(4,17]";"1";"0";0
2021;"27380";"(17,64]";"5";"0";0
2021;"27380";"(64,79]";"2";"0";0
2021;"27380";"(79,Inf]";"0";"0";NA
2021;"27380";NA;"0";"0";NA
2021;"27400";"[0,1]";"4";"0";0
2021;"27400";"(1,4]";"1";"0";0
2021;"27400";"(4,17]";"9";"0";0
2021;"27400";"(17,64]";"Anonymisé";"1-4";0.037037037037037
2021;"27400";"(64,79]";"Anonymisé";"1-4";0.2
2021;"27400";"(79,Inf]";"1";"0";0
2021;"27400";NA;"0";"0";NA
2021;"27410";"[0,1]";"1";"0";0
2021;"27410";"(1,4]";"0";"0";NA
2021;"27410";"(4,17]";"0";"0";NA
2021;"27410";"(17,64]";"Anonymisé";"1-4";1
2021;"27410";"(64,79]";"1";"0";0
2021;"27410";"(79,Inf]";"0";"0";NA
2021;"27410";NA;"0";"0";NA
2021;"27420";"[0,1]";"0";"0";NA
2021;"27420";"(1,4]";"Anonymisé";"1-4";1
2021;"27420";"(4,17]";"0";"0";NA
2021;"27420";"(17,64]";"5";"0";0
2021;"27420";"(64,79]";"0";"0";NA
2021;"27420";"(79,Inf]";"0";"0";NA
2021;"27420";NA;"0";"0";NA
2021;"27490";"[0,1]";"0";"0";NA
2021;"27490";"(1,4]";"0";"0";NA
2021;"27490";"(4,17]";"2";"0";0
2021;"27490";"(17,64]";"1";"0";0
2021;"27490";"(64,79]";"0";"0";NA
2021;"27490";"(79,Inf]";"0";"0";NA
2021;"27490";NA;"0";"0";NA
2021;"27500";"[0,1]";"1";"0";0
2021;"27500";"(1,4]";"0";"0";NA
2021;"27500";"(4,17]";"2";"0";0
2021;"27500";"(17,64]";"12";"0";0
2021;"27500";"(64,79]";"0";"0";NA
2021;"27500";"(79,Inf]";"1";"0";0
2021;"27500";NA;"0";"0";NA
2021;"27510";"[0,1]";"0";"0";NA
2021;"27510";"(1,4]";"0";"0";NA
2021;"27510";"(4,17]";"0";"0";NA
2021;"27510";"(17,64]";"5";"0";0
2021;"27510";"(64,79]";"0";"0";NA
2021;"27510";"(79,Inf]";"0";"0";NA
2021;"27510";NA;"0";"0";NA
2021;"27520";"[0,1]";"0";"0";NA
2021;"27520";"(1,4]";"0";"0";NA
2021;"27520";"(4,17]";"6";"0";0
2021;"27520";"(17,64]";"3";"0";0
2021;"27520";"(64,79]";"2";"0";0
2021;"27520";"(79,Inf]";"0";"0";NA
2021;"27520";NA;"0";"0";NA
2021;"27530";"[0,1]";"1";"0";0
2021;"27530";"(1,4]";"0";"0";NA
2021;"27530";"(4,17]";"0";"0";NA
2021;"27530";"(17,64]";"3";"0";0
2021;"27530";"(64,79]";"0";"0";NA
2021;"27530";"(79,Inf]";"0";"0";NA
2021;"27530";NA;"0";"0";NA
2021;"27600";"[0,1]";"1";"0";0
2021;"27600";"(1,4]";"0";"0";NA
2021;"27600";"(4,17]";"1";"0";0
2021;"27600";"(17,64]";"Anonymisé";"1-4";0.0476190476190476
2021;"27600";"(64,79]";"3";"0";0
2021;"27600";"(79,Inf]";"0";"0";NA
2021;"27600";NA;"0";"0";NA
2021;"27630";"[0,1]";"0";"0";NA
2021;"27630";"(1,4]";"1";"0";0
2021;"27630";"(4,17]";"0";"0";NA
2021;"27630";"(17,64]";"Anonymisé";"1-4";0.5
2021;"27630";"(64,79]";"0";"0";NA
2021;"27630";"(79,Inf]";"0";"0";NA
2021;"27630";NA;"0";"0";NA
2021;"27650";"[0,1]";"0";"0";NA
2021;"27650";"(1,4]";"0";"0";NA
2021;"27650";"(4,17]";"0";"0";NA
2021;"27650";"(17,64]";"Anonymisé";"1-4";0.5
2021;"27650";"(64,79]";"1";"0";0
2021;"27650";"(79,Inf]";"0";"0";NA
2021;"27650";NA;"0";"0";NA
2021;"27670";"[0,1]";"1";"0";0
2021;"27670";"(1,4]";"0";"0";NA
2021;"27670";"(4,17]";"3";"0";0
2021;"27670";"(17,64]";"4";"0";0
2021;"27670";"(64,79]";"1";"0";0
2021;"27670";"(79,Inf]";"0";"0";NA
2021;"27670";NA;"0";"0";NA
2021;"27680";"[0,1]";"0";"0";NA
2021;"27680";"(1,4]";"0";"0";NA
2021;"27680";"(4,17]";"0";"0";NA
2021;"27680";"(17,64]";"7";"0";0
2021;"27680";"(64,79]";"1";"0";0
2021;"27680";"(79,Inf]";"0";"0";NA
2021;"27680";NA;"0";"0";NA
2021;"27700";"[0,1]";"0";"0";NA
2021;"27700";"(1,4]";"1";"0";0
2021;"27700";"(4,17]";"2";"0";0
2021;"27700";"(17,64]";"5";"0";0
2021;"27700";"(64,79]";"2";"0";0
2021;"27700";"(79,Inf]";"0";"0";NA
2021;"27700";NA;"0";"0";NA
2021;"27730";"[0,1]";"0";"0";NA
2021;"27730";"(1,4]";"0";"0";NA
2021;"27730";"(4,17]";"0";"0";NA
2021;"27730";"(17,64]";"3";"0";0
2021;"27730";"(64,79]";"0";"0";NA
2021;"27730";"(79,Inf]";"0";"0";NA
2021;"27730";NA;"0";"0";NA
2021;"27740";"[0,1]";"0";"0";NA
2021;"27740";"(1,4]";"0";"0";NA
2021;"27740";"(4,17]";"0";"0";NA
2021;"27740";"(17,64]";"1";"0";0
2021;"27740";"(64,79]";"1";"0";0
2021;"27740";"(79,Inf]";"0";"0";NA
2021;"27740";NA;"0";"0";NA
2021;"27810";"[0,1]";"0";"0";NA
2021;"27810";"(1,4]";"0";"0";NA
2021;"27810";"(4,17]";"0";"0";NA
2021;"27810";"(17,64]";"0";"0";NA
2021;"27810";"(64,79]";"0";"0";NA
2021;"27810";"(79,Inf]";"0";"0";NA
2021;"27810";NA;"0";"0";NA
2021;"27830";"[0,1]";"1";"0";0
2021;"27830";"(1,4]";"0";"0";NA
2021;"27830";"(4,17]";"0";"0";NA
2021;"27830";"(17,64]";"0";"0";NA
2021;"27830";"(64,79]";"0";"0";NA
2021;"27830";"(79,Inf]";"0";"0";NA
2021;"27830";NA;"0";"0";NA
2021;"27870";"[0,1]";"0";"0";NA
2021;"27870";"(1,4]";"0";"0";NA
2021;"27870";"(4,17]";"0";"0";NA
2021;"27870";"(17,64]";"0";"0";NA
2021;"27870";"(64,79]";"0";"0";NA
2021;"27870";"(79,Inf]";"0";"0";NA
2021;"27870";NA;"0";"0";NA
2021;"27920";"[0,1]";"0";"0";NA
2021;"27920";"(1,4]";"0";"0";NA
2021;"27920";"(4,17]";"0";"0";NA
2021;"27920";"(17,64]";"1";"0";0
2021;"27920";"(64,79]";"0";"0";NA
2021;"27920";"(79,Inf]";"0";"0";NA
2021;"27920";NA;"0";"0";NA
2021;"27930";"[0,1]";"2";"0";0
2021;"27930";"(1,4]";"1";"0";0
2021;"27930";"(4,17]";"8";"0";0
2021;"27930";"(17,64]";"Anonymisé";"1-4";0.25
2021;"27930";"(64,79]";"2";"0";0
2021;"27930";"(79,Inf]";"3";"0";0
2021;"27930";NA;"0";"0";NA
2021;"27940";"[0,1]";"0";"0";NA
2021;"27940";"(1,4]";"Anonymisé";"1-4";1
2021;"27940";"(4,17]";"0";"0";NA
2021;"27940";"(17,64]";"2";"0";0
2021;"27940";"(64,79]";"0";"0";NA
2021;"27940";"(79,Inf]";"0";"0";NA
2021;"27940";NA;"0";"0";NA
2021;"27950";"[0,1]";"0";"0";NA
2021;"27950";"(1,4]";"0";"0";NA
2021;"27950";"(4,17]";"1";"0";0
2021;"27950";"(17,64]";"7";"0";0
2021;"27950";"(64,79]";"1";"0";0
2021;"27950";"(79,Inf]";"1";"0";0
2021;"27950";NA;"0";"0";NA
2021;"28000";"[0,1]";"Anonymisé";"1-4";0.666666666666667
2021;"28000";"(1,4]";"3";"0";0
2021;"28000";"(4,17]";"3";"0";0
2021;"28000";"(17,64]";"39";"6";0.153846153846154
2021;"28000";"(64,79]";"Anonymisé";"1-4";0.1
2021;"28000";"(79,Inf]";"2";"0";0
2021;"28000";NA;"0";"0";NA
2021;"28100";"[0,1]";"1";"0";0
2021;"28100";"(1,4]";"1";"0";0
2021;"28100";"(4,17]";"7";"0";0
2021;"28100";"(17,64]";"Anonymisé";"1-4";0.0526315789473684
2021;"28100";"(64,79]";"4";"0";0
