RegCode;DepCode;age_group;Year;n;n_HCL;Pop;p_HCL;catchment_HCL
52;49;NA;2023;4;0;NA;0,000000000000000000;NA
52;49;NA;2024;0;0;NA;NA;NA
52;53;0-1;2019;3;0;6117,51509844468;0,000000000000000000;0,0000000000000
52;53;0-1;2020;3;0;6279,14269459959;0,000000000000000000;0,0000000000000
52;53;0-1;2021;3;0;6242,66429440839;0,000000000000000000;0,0000000000000
52;53;0-1;2022;4;0;5893,73364900754;0,000000000000000000;0,0000000000000
52;53;0-1;2023;6;0;5861,01061606087;0,000000000000000000;0,0000000000000
52;53;0-1;2024;5;0;5574,26614696062;0,000000000000000000;0,0000000000000
52;53;2-4;2019;3;0;9821,48490155532;0,000000000000000000;0,0000000000000
52;53;2-4;2020;5;0;9972,85730540041;0,000000000000000000;0,0000000000000
52;53;2-4;2021;6;0;9883,33570559161;0,000000000000000000;0,0000000000000
52;53;2-4;2022;4;0;9280,26635099246;0,000000000000000000;0,0000000000000
52;53;2-4;2023;6;0;9202,98938393913;0,000000000000000000;0,0000000000000
52;53;2-4;2024;6;0;9123,73385303938;0,000000000000000000;0,0000000000000
52;53;5-17;2019;32;0;53039,93102375407;0,000000000000000000;0,0000000000000
52;53;5-17;2020;24;0;52291,77344191535;0,000000000000000000;0,0000000000000
52;53;5-17;2021;15;0;51808,64425351849;0,000000000000000000;0,0000000000000
52;53;5-17;2022;25;0;51008,07393476801;0,000000000000000000;0,0000000000000
52;53;5-17;2023;22;0;50202,22194896911;0,000000000000000000;0,0000000000000
52;53;5-17;2024;22;0;49725,65670262739;0,000000000000000000;0,0000000000000
52;53;18-64;2019;74;0;170216,06897624594;0,000000000000000000;0,0000000000000
52;53;18-64;2020;26;0;169439,22655808466;0,000000000000000000;0,0000000000000
52;53;18-64;2021;35;0;169033,35574648151;0,000000000000000000;0,0000000000000
52;53;18-64;2022;73;0;168751,92606523199;0,000000000000000000;0,0000000000000
52;53;18-64;2023;49;0;168169,77805103088;0,000000000000000000;0,0000000000000
52;53;18-64;2024;57;0;167458,34329737260;0,000000000000000000;0,0000000000000
52;53;65-79;2019;27;0;44440,00000000000;0,000000000000000000;0,0000000000000
52;53;65-79;2020;9;0;45299,00000000000;0,000000000000000000;0,0000000000000
52;53;65-79;2021;14;0;46591,00000000000;0,000000000000000000;0,0000000000000
52;53;65-79;2022;25;0;48254,00000000000;0,000000000000000000;0,0000000000000
52;53;65-79;2023;29;0;49472,00000000000;0,000000000000000000;0,0000000000000
52;53;65-79;2024;25;0;50531,00000000000;0,000000000000000000;0,0000000000000
52;53;80+;2019;8;0;23427,00000000000;0,000000000000000000;0,0000000000000
52;53;80+;2020;5;0;23256,00000000000;0,000000000000000000;0,0000000000000
52;53;80+;2021;4;0;22374,00000000000;0,000000000000000000;0,0000000000000
52;53;80+;2022;4;0;22249,00000000000;0,000000000000000000;0,0000000000000
52;53;80+;2023;9;0;21722,00000000000;0,000000000000000000;0,0000000000000
52;53;80+;2024;2;0;21446,00000000000;0,000000000000000000;0,0000000000000
52;53;NA;2019;0;0;NA;NA;NA
52;53;NA;2020;0;0;NA;NA;NA
52;53;NA;2021;0;0;NA;NA;NA
52;53;NA;2022;0;0;NA;NA;NA
52;53;NA;2023;4;0;NA;0,000000000000000000;NA
52;53;NA;2024;0;0;NA;NA;NA
52;72;0-1;2019;11;0;11595,98994098180;0,000000000000000000;0,0000000000000
52;72;0-1;2020;7;0;11454,06499656040;0,000000000000000000;0,0000000000000
52;72;0-1;2021;7;0;11389,01051354923;0,000000000000000000;0,0000000000000
52;72;0-1;2022;10;0;11266,99787072695;0,000000000000000000;0,0000000000000
52;72;0-1;2023;9;0;11111,95321260611;0,000000000000000000;0,0000000000000
52;72;0-1;2024;11;0;10668,01826424379;0,000000000000000000;0,0000000000000
52;72;2-4;2019;14;0;18617,01005901820;0,000000000000000000;0,0000000000000
52;72;2-4;2020;9;0;18191,93500343960;0,000000000000000000;0,0000000000000
52;72;2-4;2021;15;0;18030,98948645077;0,000000000000000000;0,0000000000000
52;72;2-4;2022;15;0;17741,00212927305;0,000000000000000000;0,0000000000000
52;72;2-4;2023;2;0;17448,04678739389;0,000000000000000000;0,0000000000000
52;72;2-4;2024;5;0;17460,98173575621;0,000000000000000000;0,0000000000000
52;72;5-17;2019;79;0;94000,73414754943;0,000000000000000000;0,0000000000000
52;72;5-17;2020;43;0;93415,41169937448;0,000000000000000000;0,0000000000000
52;72;5-17;2021;66;0;92686,87647093178;0,000000000000000000;0,0000000000000
52;72;5-17;2022;48;0;91759,72842380361;0,000000000000000000;0,0000000000000
52;72;5-17;2023;58;0;91005,29159967905;0,000000000000000000;0,0000000000000
52;72;5-17;2024;42;0;90122,06097060682;0,000000000000000000;0,0000000000000
52;72;18-64;2019;216;5;317247,26585245057;0,023148148148148147;7343,6867095474663
52;72;18-64;2020;136;0;316758,58830062550;0,000000000000000000;0,0000000000000
52;72;18-64;2021;145;6;315850,12352906819;0,041379310344827586;13069,6602839614425
52;72;18-64;2022;180;5;315365,27157619636;0,027777777777777776;8760,1464326721216
52;72;18-64;2023;210;6;314604,70840032096;0,028571428571428571;8988,7059542948846
52;72;18-64;2024;75;0;313870,93902939319;0,000000000000000000;0,0000000000000
52;72;65-79;2019;60;0;84387,00000000000;0,000000000000000000;0,0000000000000
52;72;65-79;2020;46;0;86346,00000000000;0,000000000000000000;0,0000000000000
52;72;65-79;2021;45;0;88498,00000000000;0,000000000000000000;0,0000000000000
52;72;65-79;2022;34;0;90743,00000000000;0,000000000000000000;0,0000000000000
52;72;65-79;2023;47;0;92683,00000000000;0,000000000000000000;0,0000000000000
52;72;65-79;2024;65;0;94262,00000000000;0,000000000000000000;0,0000000000000
52;72;80+;2019;7;0;40564,00000000000;0,000000000000000000;0,0000000000000
52;72;80+;2020;12;0;40827,00000000000;0,000000000000000000;0,0000000000000
52;72;80+;2021;16;0;39603,00000000000;0,000000000000000000;0,0000000000000
52;72;80+;2022;11;0;39253,00000000000;0,000000000000000000;0,0000000000000
52;72;80+;2023;10;0;38496,00000000000;0,000000000000000000;0,0000000000000
52;72;80+;2024;17;0;38529,00000000000;0,000000000000000000;0,0000000000000
52;72;NA;2019;0;0;NA;NA;NA
52;72;NA;2020;0;0;NA;NA;NA
52;72;NA;2021;0;0;NA;NA;NA
52;72;NA;2022;0;0;NA;NA;NA
52;72;NA;2023;0;0;NA;NA;NA
52;72;NA;2024;0;0;NA;NA;NA
52;85;0-1;2019;9;0;12973,47671482696;0,000000000000000000;0,0000000000000
52;85;0-1;2020;11;0;12759,57958953677;0,000000000000000000;0,0000000000000
52;85;0-1;2021;6;0;12321,96480782706;0,000000000000000000;0,0000000000000
52;85;0-1;2022;12;0;12304,44103511993;0,000000000000000000;0,0000000000000
52;85;0-1;2023;8;0;12114,20781609607;0,000000000000000000;0,0000000000000
52;85;0-1;2024;8;0;11424,62875296242;0,000000000000000000;0,0000000000000
52;85;2-4;2019;7;0;20828,52328517304;0,000000000000000000;0,0000000000000
52;85;2-4;2020;9;0;20265,42041046323;0,000000000000000000;0,0000000000000
52;85;2-4;2021;6;0;19508,03519217294;0,000000000000000000;0,0000000000000
52;85;2-4;2022;12;0;19374,55896488007;0,000000000000000000;0,0000000000000
52;85;2-4;2023;10;0;19021,79218390393;0,000000000000000000;0,0000000000000
52;85;2-4;2024;11;0;18699,37124703758;0,000000000000000000;0,0000000000000
52;85;5-17;2019;61;0;109706,54743191336;0,000000000000000000;0,0000000000000
52;85;5-17;2020;33;0;110030,15401362626;0,000000000000000000;0,0000000000000
52;85;5-17;2021;49;0;109872,98534551277;0,000000000000000000;0,0000000000000
52;85;5-17;2022;42;0;109323,23353879775;0,000000000000000000;0,0000000000000
52;85;5-17;2023;31;0;108660,67646177157;0,000000000000000000;0,0000000000000
52;85;5-17;2024;36;0;108437,18009927082;0,000000000000000000;0,0000000000000
52;85;18-64;2019;120;0;374401,45256808662;0,000000000000000000;0,0000000000000
52;85;18-64;2020;83;0;375933,84598637372;0,000000000000000000;0,0000000000000
52;85;18-64;2021;85;0;379408,01465448720;0,000000000000000000;0,0000000000000
52;85;18-64;2022;136;0;382258,76646120223;0,000000000000000000;0,0000000000000
52;85;18-64;2023;115;0;384440,32353822840;0,000000000000000000;0,0000000000000
52;85;18-64;2024;125;0;386514,81990072917;0,000000000000000000;0,0000000000000
52;85;65-79;2019;53;0;117414,00000000000;0,000000000000000000;0,0000000000000
52;85;65-79;2020;28;0;122143,00000000000;0,000000000000000000;0,0000000000000
52;85;65-79;2021;54;0;127098,00000000000;0,000000000000000000;0,0000000000000
52;85;65-79;2022;54;0;132399,00000000000;0,000000000000000000;0,0000000000000
52;85;65-79;2023;45;0;136893,00000000000;0,000000000000000000;0,0000000000000
52;85;65-79;2024;46;0;140999,00000000000;0,000000000000000000;0,0000000000000
52;85;80+;2019;18;0;50118,00000000000;0,000000000000000000;0,0000000000000
52;85;80+;2020;11;0;51573,00000000000;0,000000000000000000;0,0000000000000
52;85;80+;2021;7;0;51250,00000000000;0,000000000000000000;0,0000000000000
52;85;80+;2022;7;0;50683,00000000000;0,000000000000000000;0,0000000000000
52;85;80+;2023;4;0;50772,00000000000;0,000000000000000000;0,0000000000000
52;85;80+;2024;12;0;51592,00000000000;0,000000000000000000;0,0000000000000
52;85;NA;2019;0;0;NA;NA;NA
52;85;NA;2020;0;0;NA;NA;NA
52;85;NA;2021;0;0;NA;NA;NA
52;85;NA;2022;0;0;NA;NA;NA
52;85;NA;2023;3;0;NA;0,000000000000000000;NA
52;85;NA;2024;0;0;NA;NA;NA
53;22;0-1;2019;5;0;10581,20169075985;0,000000000000000000;0,0000000000000
53;22;0-1;2020;4;0;10805,75085420634;0,000000000000000000;0,0000000000000
53;22;0-1;2021;12;0;10845,10977352419;0,000000000000000000;0,0000000000000
53;22;0-1;2022;14;0;10886,74446079032;0,000000000000000000;0,0000000000000
53;22;0-1;2023;6;0;10739,99847621775;0,000000000000000000;0,0000000000000
53;22;0-1;2024;3;0;10134,40876167381;0,000000000000000000;0,0000000000000
53;22;2-4;2019;9;0;16987,79830924015;0,000000000000000000;0,0000000000000
53;22;2-4;2020;7;0;17162,24914579366;0,000000000000000000;0,0000000000000
53;22;2-4;2021;6;0;17169,89022647581;0,000000000000000000;0,0000000000000
53;22;2-4;2022;14;0;17142,25553920968;0,000000000000000000;0,0000000000000
53;22;2-4;2023;10;0;16864,00152378225;0,000000000000000000;0,0000000000000
53;22;2-4;2024;9;0;16587,59123832619;0,000000000000000000;0,0000000000000
53;22;5-17;2019;50;0;93365,60938186527;0,000000000000000000;0,0000000000000
53;22;5-17;2020;38;0;92650,30033284113;0,000000000000000000;0,0000000000000
53;22;5-17;2021;33;0;91667,39739866246;0,000000000000000000;0,0000000000000
53;22;5-17;2022;47;0;91131,68798697824;0,000000000000000000;0,0000000000000
53;22;5-17;2023;37;0;90812,83524502801;0,000000000000000000;0,0000000000000
53;22;5-17;2024;45;0;90942,36907599798;0,000000000000000000;0,0000000000000
53;22;18-64;2019;110;0;322731,39061813470;0,000000000000000000;0,0000000000000
53;22;18-64;2020;118;0;323663,69966715889;0,000000000000000000;0,0000000000000
53;22;18-64;2021;107;0;323951,60260133754;0,000000000000000000;0,0000000000000
53;22;18-64;2022;127;6;325417,31201302173;0,047244094488188976;15374,0462368356712
53;22;18-64;2023;101;0;325708,16475497198;0,000000000000000000;0,0000000000000
53;22;18-64;2024;136;0;325778,63092400203;0,000000000000000000;0,0000000000000
53;22;65-79;2019;24;0;107208,00000000000;0,000000000000000000;0,0000000000000
53;22;65-79;2020;23;0;109820,00000000000;0,000000000000000000;0,0000000000000
53;22;65-79;2021;31;0;113309,00000000000;0,000000000000000000;0,0000000000000
53;22;65-79;2022;54;0;117392,00000000000;0,000000000000000000;0,0000000000000
53;22;65-79;2023;45;0;120400,00000000000;0,000000000000000000;0,0000000000000
53;22;65-79;2024;53;0;123267,00000000000;0,000000000000000000;0,0000000000000
53;22;80+;2019;7;0;49708,00000000000;0,000000000000000000;0,0000000000000
53;22;80+;2020;4;0;49538,00000000000;0,000000000000000000;0,0000000000000
53;22;80+;2021;11;0;48974,00000000000;0,000000000000000000;0,0000000000000
53;22;80+;2022;14;0;47628,00000000000;0,000000000000000000;0,0000000000000
53;22;80+;2023;7;0;46733,00000000000;0,000000000000000000;0,0000000000000
53;22;80+;2024;8;0;46591,00000000000;0,000000000000000000;0,0000000000000
53;22;NA;2019;0;0;NA;NA;NA
53;22;NA;2020;0;0;NA;NA;NA
53;22;NA;2021;0;0;NA;NA;NA
53;22;NA;2022;0;0;NA;NA;NA
53;22;NA;2023;0;0;NA;NA;NA
53;22;NA;2024;1;0;NA;0,000000000000000000;NA
53;29;0-1;2019;18;0;16505,27757660548;0,000000000000000000;0,0000000000000
53;29;0-1;2020;8;0;16413,39773270859;0,000000000000000000;0,0000000000000
53;29;0-1;2021;11;0;16178,04685152060;0,000000000000000000;0,0000000000000
53;29;0-1;2022;19;0;16327,98043607348;0,000000000000000000;0,0000000000000
53;29;0-1;2023;14;0;16160,96640728361;0,000000000000000000;0,0000000000000
53;29;0-1;2024;12;0;15393,51535167945;0,000000000000000000;0,0000000000000
53;29;2-4;2019;21;0;26498,72242339452;0,000000000000000000;0,0000000000000
53;29;2-4;2020;7;0;26068,60226729141;0,000000000000000000;0,0000000000000
53;29;2-4;2021;13;0;25612,95314847940;0,000000000000000000;0,0000000000000
53;29;2-4;2022;15;0;25710,01956392652;0,000000000000000000;0,0000000000000
53;29;2-4;2023;13;0;25376,03359271639;0,000000000000000000;0,0000000000000
53;29;2-4;2024;8;0;25195,48464832055;0,000000000000000000;0,0000000000000
53;29;5-17;2019;77;0;139659,26800342818;0,000000000000000000;0,0000000000000
53;29;5-17;2020;51;0;138696,36026393945;0,000000000000000000;0,0000000000000
53;29;5-17;2021;48;0;138318,77478786523;0,000000000000000000;0,0000000000000
53;29;5-17;2022;64;0;137414,37809777338;0,000000000000000000;0,0000000000000
53;29;5-17;2023;51;0;136587,62485695226;0,000000000000000000;0,0000000000000
53;29;5-17;2024;71;0;135533,21083774065;0,000000000000000000;0,0000000000000
53;29;18-64;2019;287;7;519882,73199657182;0,024390243902439025;12680,0666340627286
53;29;18-64;2020;113;0;518307,63973606052;0,000000000000000000;0,0000000000000
53;29;18-64;2021;212;6;519320,22521213477;0,028301886792452831;14697,7422229849471
53;29;18-64;2022;183;0;521987,62190222659;0,000000000000000000;0,0000000000000
53;29;18-64;2023;130;0;521881,37514304777;0,000000000000000000;0,0000000000000
53;29;18-64;2024;194;9;522432,78916225937;0,046391752577319589;24236,5726930945093
53;29;65-79;2019;53;0;146029,00000000000;0,000000000000000000;0,0000000000000
53;29;65-79;2020;24;0;150057,00000000000;0,000000000000000000;0,0000000000000
53;29;65-79;2021;44;0;155263,00000000000;0,000000000000000000;0,0000000000000
53;29;65-79;2022;73;0;161235,00000000000;0,000000000000000000;0,0000000000000
53;29;65-79;2023;48;0;166457,00000000000;0,000000000000000000;0,0000000000000
53;29;65-79;2024;53;0;170545,00000000000;0,000000000000000000;0,0000000000000
53;29;80+;2019;5;0;66515,00000000000;0,000000000000000000;0,0000000000000
53;29;80+;2020;8;0;67636,00000000000;0,000000000000000000;0,0000000000000
53;29;80+;2021;11;0;66945,00000000000;0,000000000000000000;0,0000000000000
53;29;80+;2022;5;0;65237,00000000000;0,000000000000000000;0,0000000000000
53;29;80+;2023;7;0;64247,00000000000;0,000000000000000000;0,0000000000000
53;29;80+;2024;11;0;64528,00000000000;0,000000000000000000;0,0000000000000
53;29;NA;2019;0;0;NA;NA;NA
53;29;NA;2020;0;0;NA;NA;NA
53;29;NA;2021;0;0;NA;NA;NA
53;29;NA;2022;0;0;NA;NA;NA
53;29;NA;2023;3;0;NA;0,000000000000000000;NA
53;29;NA;2024;0;0;NA;NA;NA
53;35;0-1;2019;26;0;23044,21381678378;0,000000000000000000;0,0000000000000
53;35;0-1;2020;15;0;23020,56111077576;0,000000000000000000;0,0000000000000
53;35;0-1;2021;27;0;23271,98354971196;0,000000000000000000;0,0000000000000
53;35;0-1;2022;19;0;23148,46039367018;0,000000000000000000;0,0000000000000
53;35;0-1;2023;18;0;22911,01109515137;0,000000000000000000;0,0000000000000
53;35;0-1;2024;23;0;21874,95557834682;0,000000000000000000;0,0000000000000
53;35;2-4;2019;33;0;36996,78618321622;0,000000000000000000;0,0000000000000
53;35;2-4;2020;24;0;36562,43888922424;0,000000000000000000;0,0000000000000
53;35;2-4;2021;29;0;36844,01645028804;0,000000000000000000;0,0000000000000
53;35;2-4;2022;32;0;36449,53960632982;0,000000000000000000;0,0000000000000
53;35;2-4;2023;17;0;35974,98890484863;0,000000000000000000;0,0000000000000
53;35;2-4;2024;27;0;35804,04442165318;0,000000000000000000;0,0000000000000
53;35;5-17;2019;146;0;184696,31155442502;0,000000000000000000;0,0000000000000
53;35;5-17;2020;88;0;184600,65904837503;0,000000000000000000;0,0000000000000
53;35;5-17;2021;131;0;185228,24501706078;0,000000000000000000;0,0000000000000
53;35;5-17;2022;116;0;186332,10179081539;0,000000000000000000;0,0000000000000
53;35;5-17;2023;109;0;186333,36291103548;0,000000000000000000;0,0000000000000
53;35;5-17;2024;121;0;186519,11949085828;0,000000000000000000;0,0000000000000
53;35;18-64;2019;374;6;639960,68844557495;0,016042780748663103;10266,7490124958567
53;35;18-64;2020;296;7;644777,34095162502;0,023648648648648650;15248,1127927749167
53;35;18-64;2021;385;9;650412,75498293922;0,023376623376623377;15204,4540125881904
53;35;18-64;2022;421;16;657040,89820918464;0,038004750593824230;24970,6754663823158
53;35;18-64;2023;365;7;662503,63708896446;0,019178082191780823;12705,5492044458952
53;35;18-64;2024;376;15;668167,88050914172;0,039893617021276598;26655,6335309498027
53;35;65-79;2019;95;0;133265,00000000000;0,000000000000000000;0,0000000000000
53;35;65-79;2020;53;0;136847,00000000000;0,000000000000000000;0,0000000000000
53;35;65-79;2021;71;0;140030,00000000000;0,000000000000000000;0,0000000000000
53;35;65-79;2022;108;0;144973,00000000000;0,000000000000000000;0,0000000000000
53;35;65-79;2023;76;0;148875,00000000000;0,000000000000000000;0,0000000000000
53;35;65-79;2024;101;0;152372,00000000000;0,000000000000000000;0,0000000000000
53;35;80+;2019;20;0;61535,00000000000;0,000000000000000000;0,0000000000000
53;35;80+;2020;7;0;63047,00000000000;0,000000000000000000;0,0000000000000
53;35;80+;2021;15;0;62538,00000000000;0,000000000000000000;0,0000000000000
53;35;80+;2022;16;0;61288,00000000000;0,000000000000000000;0,0000000000000
53;35;80+;2023;14;0;61049,00000000000;0,000000000000000000;0,0000000000000
53;35;80+;2024;23;0;61678,00000000000;0,000000000000000000;0,0000000000000
53;35;NA;2019;0;0;NA;NA;NA
53;35;NA;2020;0;0;NA;NA;NA
53;35;NA;2021;0;0;NA;NA;NA
53;35;NA;2022;0;0;NA;NA;NA
53;35;NA;2023;6;0;NA;0,000000000000000000;NA
53;35;NA;2024;0;0;NA;NA;NA
53;56;0-1;2019;13;0;13642,45399173198;0,000000000000000000;0,0000000000000
53;56;0-1;2020;12;0;13687,23290049749;0,000000000000000000;0,0000000000000
53;56;0-1;2021;9;0;13661,39296475705;0,000000000000000000;0,0000000000000
53;56;0-1;2022;21;0;13532,59351951177;0,000000000000000000;0,0000000000000
53;56;0-1;2023;12;0;13456,90216261931;0,000000000000000000;0,0000000000000
53;56;0-1;2024;10;0;12953,01986551184;0,000000000000000000;0,0000000000000
53;56;2-4;2019;18;0;21902,54600826802;0,000000000000000000;0,0000000000000
53;56;2-4;2020;15;0;21738,76709950251;0,000000000000000000;0,0000000000000
53;56;2-4;2021;18;0;21628,60703524295;0,000000000000000000;0,0000000000000
53;56;2-4;2022;14;0;21308,40648048823;0,000000000000000000;0,0000000000000
53;56;2-4;2023;13;0;21130,09783738069;0,000000000000000000;0,0000000000000
53;56;2-4;2024;13;0;21200,98013448816;0,000000000000000000;0,0000000000000
53;56;5-17;2019;59;0;117239,62845597931;0,000000000000000000;0,0000000000000
53;56;5-17;2020;32;0;116491,23662758217;0,000000000000000000;0,0000000000000
53;56;5-17;2021;70;0;115208,01492218571;0,000000000000000000;0,0000000000000
53;56;5-17;2022;65;0;114534,24312353480;0,000000000000000000;0,0000000000000
53;56;5-17;2023;59;0;113850,90316797957;0,000000000000000000;0,0000000000000
53;56;5-17;2024;86;0;113186,97306457037;0,000000000000000000;0,0000000000000
53;56;18-64;2019;168;0;420022,37154402072;0,000000000000000000;0,0000000000000
53;56;18-64;2020;147;0;421265,76337241783;0,000000000000000000;0,0000000000000
53;56;18-64;2021;163;0;422739,98507781432;0,000000000000000000;0,0000000000000
53;56;18-64;2022;133;0;425098,75687646517;0,000000000000000000;0,0000000000000
53;56;18-64;2023;182;0;425963,09683202044;0,000000000000000000;0,0000000000000
53;56;18-64;2024;225;0;426267,02693542960;0,000000000000000000;0,0000000000000
53;56;65-79;2019;65;0;130031,00000000000;0,000000000000000000;0,0000000000000
53;56;65-79;2020;42;0;133858,00000000000;0,000000000000000000;0,0000000000000
53;56;65-79;2021;61;0;138593,00000000000;0,000000000000000000;0,0000000000000
53;56;65-79;2022;81;0;145312,00000000000;0,000000000000000000;0,0000000000000
53;56;65-79;2023;62;0;150342,00000000000;0,000000000000000000;0,0000000000000
53;56;65-79;2024;69;0;155259,00000000000;0,000000000000000000;0,0000000000000
53;56;80+;2019;5;0;56846,00000000000;0,000000000000000000;0,0000000000000
53;56;80+;2020;6;0;57120,00000000000;0,000000000000000000;0,0000000000000
53;56;80+;2021;14;0;56856,00000000000;0,000000000000000000;0,0000000000000
53;56;80+;2022;4;0;56317,00000000000;0,000000000000000000;0,0000000000000
53;56;80+;2023;14;0;55890,00000000000;0,000000000000000000;0,0000000000000
53;56;80+;2024;21;0;56376,00000000000;0,000000000000000000;0,0000000000000
53;56;NA;2019;0;0;NA;NA;NA
53;56;NA;2020;0;0;NA;NA;NA
53;56;NA;2021;0;0;NA;NA;NA
53;56;NA;2022;0;0;NA;NA;NA
53;56;NA;2023;2;0;NA;0,000000000000000000;NA
53;56;NA;2024;0;0;NA;NA;NA
75;16;0-1;2019;2;0;5967,44618549582;0,000000000000000000;0,0000000000000
75;16;0-1;2020;4;0;6050,80320822817;0,000000000000000000;0,0000000000000
75;16;0-1;2021;6;0;6102,91470924893;0,000000000000000000;0,0000000000000
75;16;0-1;2022;12;0;5953,16038212327;0,000000000000000000;0,0000000000000
75;16;0-1;2023;6;0;5912,75745700193;0,000000000000000000;0,0000000000000
75;16;0-1;2024;3;0;5724,82973794874;0,000000000000000000;0,0000000000000
75;16;2-4;2019;10;0;9580,55381450418;0,000000000000000000;0,0000000000000
75;16;2-4;2020;6;0;9610,19679177183;0,000000000000000000;0,0000000000000
75;16;2-4;2021;7;0;9662,08529075107;0,000000000000000000;0,0000000000000
75;16;2-4;2022;6;0;9373,83961787673;0,000000000000000000;0,0000000000000
75;16;2-4;2023;12;0;9284,24254299807;0,000000000000000000;0,0000000000000
75;16;2-4;2024;5;0;9370,17026205126;0,000000000000000000;0,0000000000000
75;16;5-17;2019;24;0;50481,04668527138;0,000000000000000000;0,0000000000000
75;16;5-17;2020;18;0;50365,51697075929;0,000000000000000000;0,0000000000000
75;16;5-17;2021;27;0;49571,58026605922;0,000000000000000000;0,0000000000000
75;16;5-17;2022;23;0;49022,95262429192;0,000000000000000000;0,0000000000000
75;16;5-17;2023;25;0;48642,28815087350;0,000000000000000000;0,0000000000000
75;16;5-17;2024;30;0;48285,93795389784;0,000000000000000000;0,0000000000000
75;16;18-64;2019;108;0;196914,95331472863;0,000000000000000000;0,0000000000000
75;16;18-64;2020;54;5;195409,48302924071;0,092592592592592587;18093,4706508556192
75;16;18-64;2021;69;0;193981,41973394080;0,000000000000000000;0,0000000000000
75;16;18-64;2022;90;0;194349,04737570806;0,000000000000000000;0,0000000000000
75;16;18-64;2023;60;0;193395,71184912650;0,000000000000000000;0,0000000000000
75;16;18-64;2024;80;0;192419,06204610216;0,000000000000000000;0,0000000000000
75;16;65-79;2019;18;0;60385,00000000000;0,000000000000000000;0,0000000000000
75;16;65-79;2020;25;0;61843,00000000000;0,000000000000000000;0,0000000000000
75;16;65-79;2021;19;0;63578,00000000000;0,000000000000000000;0,0000000000000
75;16;65-79;2022;22;0;65267,00000000000;0,000000000000000000;0,0000000000000
75;16;65-79;2023;30;0;66822,00000000000;0,000000000000000000;0,0000000000000
75;16;65-79;2024;29;0;67985,00000000000;0,000000000000000000;0,0000000000000
75;16;80+;2019;2;0;28686,00000000000;0,000000000000000000;0,0000000000000
75;16;80+;2020;5;0;28439,00000000000;0,000000000000000000;0,0000000000000
75;16;80+;2021;6;0;27971,00000000000;0,000000000000000000;0,0000000000000
75;16;80+;2022;5;0;27637,00000000000;0,000000000000000000;0,0000000000000
75;16;80+;2023;8;0;26966,00000000000;0,000000000000000000;0,0000000000000
75;16;80+;2024;6;0;26887,00000000000;0,000000000000000000;0,0000000000000
75;16;NA;2019;0;0;NA;NA;NA
75;16;NA;2020;0;0;NA;NA;NA
75;16;NA;2021;0;0;NA;NA;NA
75;16;NA;2022;0;0;NA;NA;NA
75;16;NA;2023;2;0;NA;0,000000000000000000;NA
75;16;NA;2024;0;0;NA;NA;NA
75;17;0-1;2019;10;0;10420,00234692732;0,000000000000000000;0,0000000000000
75;17;0-1;2020;9;0;10321,64023420060;0,000000000000000000;0,0000000000000
75;17;0-1;2021;14;0;10297,33785385485;0,000000000000000000;0,0000000000000
75;17;0-1;2022;4;0;10396,18260507024;0,000000000000000000;0,0000000000000
75;17;0-1;2023;10;0;10349,75726220361;0,000000000000000000;0,0000000000000
75;17;0-1;2024;5;0;9919,37209645904;0,000000000000000000;0,0000000000000
75;17;2-4;2019;7;0;16728,99765307269;0,000000000000000000;0,0000000000000
75;17;2-4;2020;4;0;16393,35976579940;0,000000000000000000;0,0000000000000
75;17;2-4;2021;9;0;16302,66214614515;0,000000000000000000;0,0000000000000
75;17;2-4;2022;12;0;16369,81739492976;0,000000000000000000;0,0000000000000
75;17;2-4;2023;11;0;16251,24273779639;0,000000000000000000;0,0000000000000
75;17;2-4;2024;4;0;16235,62790354096;0,000000000000000000;0,0000000000000
75;17;5-17;2019;44;0;91437,19639965119;0,000000000000000000;0,0000000000000
75;17;5-17;2020;29;0;91431,24796901095;0,000000000000000000;0,0000000000000
75;17;5-17;2021;37;0;90598,93080720872;0,000000000000000000;0,0000000000000
75;17;5-17;2022;43;0;90192,78942436456;0,000000000000000000;0,0000000000000
75;17;5-17;2023;30;0;89861,45445911295;0,000000000000000000;0,0000000000000
75;17;5-17;2024;38;0;89507,37737690014;0,000000000000000000;0,0000000000000
75;17;18-64;2019;122;0;351954,80360034882;0,000000000000000000;0,0000000000000
75;17;18-64;2020;108;0;352504,75203098904;0,000000000000000000;0,0000000000000
75;17;18-64;2021;123;0;354078,06919279130;0,000000000000000000;0,0000000000000
75;17;18-64;2022;107;0;357105,21057563543;0,000000000000000000;0,0000000000000
75;17;18-64;2023;123;0;358099,54554088705;0,000000000000000000;0,0000000000000
75;17;18-64;2024;107;0;359555,62262309989;0,000000000000000000;0,0000000000000
75;17;65-79;2019;60;0;125837,00000000000;0,000000000000000000;0,0000000000000
75;17;65-79;2020;34;0;130335,00000000000;0,000000000000000000;0,0000000000000
75;17;65-79;2021;45;0;135578,00000000000;0,000000000000000000;0,0000000000000
75;17;65-79;2022;62;0;140124,00000000000;0,000000000000000000;0,0000000000000
75;17;65-79;2023;46;0;143936,00000000000;0,000000000000000000;0,0000000000000
75;17;65-79;2024;63;0;146879,00000000000;0,000000000000000000;0,0000000000000
75;17;80+;2019;14;0;54980,00000000000;0,000000000000000000;0,0000000000000
