FINESS_Hosp;RegCode;DepCode;PMSIcode;age_group;catchmentHosp;PMSIpop;PMSIpopdensity;PMSIcode_Name
690781810 - HOSPICES CIVILS DE LYON;84;69;69100;0-1;1903,5783650819135;3,92276453399266e+03;2,67223662464107e+02;Villeurbanne
690781810 - HOSPICES CIVILS DE LYON;84;69;69003;0-1;1142,2320872956079;2,29761687712659e+03;3,70957435970367e+02;Lyon 3e Arrondissement
690781810 - HOSPICES CIVILS DE LYON;84;69;69008;0-1;1123,7645366912418;2,19531269731682e+03;3,23032496901363e+02;Lyon 8e Arrondissement
690781810 - HOSPICES CIVILS DE LYON;84;69;69200;0-1;951,7544046057340;2,12515769845218e+03;1,34907760312166e+02;Vénissieux
690781810 - HOSPICES CIVILS DE LYON;84;69;69120;0-1;800,0290217586158;1,69137434789740e+03;7,90789314474947e+01;Vaulx-En-Velin
690781810 - HOSPICES CIVILS DE LYON;84;69;69007;0-1;775,5713340231039;2,06222826160129e+03;2,14758644729409e+02;Lyon 7e Arrondissement
690781810 - HOSPICES CIVILS DE LYON;84;69;69300;0-1;763,9784110139990;1,01096110395150e+03;9,65370055046835e+01;Caluire-Et-Cuire
690781810 - HOSPICES CIVILS DE LYON;84;69;69800;0-1;761,8521433564426;1,42713942538978e+03;4,84860372118876e+01;Saint-Priest
690781810 - HOSPICES CIVILS DE LYON;84;69;69009;0-1;726,2036164750638;1,44362060613352e+03;1,80029528877518e+02;Lyon 9e Arrondissement
690781810 - HOSPICES CIVILS DE LYON;84;69;69500;0-1;720,1924074335154;1,19617212985295e+03;1,20496512183653e+02;Bron
690781810 - HOSPICES CIVILS DE LYON;84;69;69006;0-1;651,3399589199814;1,12374090568415e+03;3,06642525920992e+02;Lyon 6e Arrondissement
690781810 - HOSPICES CIVILS DE LYON;84;69;69330;0-1;633,9201777543204;1,21869377315678e+03;2,15618623315875e+01;Meyzieu
690781810 - HOSPICES CIVILS DE LYON;84;69;69004;0-1;534,9868808159349;6,67897609017898e+02;2,39200435575524e+02;Lyon 4e Arrondissement
690781810 - HOSPICES CIVILS DE LYON;84;69;69140;0-1;518,8507342258858;8,54827345761399e+02;5,71359958132845e+01;Rillieux-La-Pape
690781810 - HOSPICES CIVILS DE LYON;84;69;69001;0-1;448,5493914901667;6,67117207942752e+02;4,74919952632211e+02;Lyon 1er Arrondissement
690781810 - HOSPICES CIVILS DE LYON;84;69;69600;0-1;396,1917932273316;6,71919365668380e+02;1,43576962463234e+02;Oullins
690781810 - HOSPICES CIVILS DE LYON;84;69;69150;0-1;367,3227190636654;7,69413008290132e+02;4,50335705305234e+01;Décines-Charpieu
690781810 - HOSPICES CIVILS DE LYON;84;69;69005;0-1;342,2781050221338;9,68162508461019e+02;1,64568852423689e+02;Lyon 5e Arrondissement
690781810 - HOSPICES CIVILS DE LYON;84;01;01700;0-1;324,0127127594744;5,51792247127455e+02;1,15947123991296e+01;Miribel
690781810 - HOSPICES CIVILS DE LYON;84;38;38230;0-1;299,2350708210881;8,58777367337956e+02;2,62076630363140e+01;Charvieu-Chavagneux
690781810 - HOSPICES CIVILS DE LYON;84;69;69230;0-1;292,6543633988563;4,16814037009892e+02;3,20212467806895e+01;Saint-Genis-Laval
690781810 - HOSPICES CIVILS DE LYON;84;69;69700;0-1;279,6642279678032;9,36644278501037e+02;1,02755415221085e+01;Givors
690781810 - HOSPICES CIVILS DE LYON;84;69;69002;0-1;272,3747229634441;6,59865311883024e+02;1,90779621584535e+02;Lyon 2e Arrondissement
690781810 - HOSPICES CIVILS DE LYON;84;69;69270;0-1;259,6122914490461;4,39462257527716e+02;2,13934259111834e+01;Fontaines-Sur-Saône
690781810 - HOSPICES CIVILS DE LYON;84;69;69190;0-1;257,2792296850990;5,81915138564884e+02;9,87313778216791e+01;Saint-Fons
690781810 - HOSPICES CIVILS DE LYON;84;69;69780;0-1;239,2130050322037;4,61085517202160e+02;9,97555764928758e+00;Mions
690781810 - HOSPICES CIVILS DE LYON;84;69;69360;0-1;236,0737917881277;5,40712298225477e+02;1,02720144661606e+01;Saint-Symphorien-D'ozon
690781810 - HOSPICES CIVILS DE LYON;84;01;01120;0-1;235,9587360358430;4,17053218676057e+02;4,46496884187810e+00;Montluel
690781810 - HOSPICES CIVILS DE LYON;84;69;69310;0-1;200,6498200465665;2,63534881495932e+02;6,07589602983946e+01;Pierre-Bénite
690781810 - HOSPICES CIVILS DE LYON;84;38;38200;0-1;191,7292760765105;1,07531278871985e+03;1,00927186159567e+01;Vienne
690781810 - HOSPICES CIVILS DE LYON;84;69;69530;0-1;188,8761336790124;3,35175544902194e+02;1,65415543800684e+01;Brignais
690781810 - HOSPICES CIVILS DE LYON;84;01;01800;0-1;185,7315031038877;5,15807126601474e+02;2,92076922486242e+00;Meximieux
690781810 - HOSPICES CIVILS DE LYON;84;69;69390;0-1;174,3139659967993;3,26818589614640e+02;1,37485543222373e+01;Vernaison
690781810 - HOSPICES CIVILS DE LYON;84;69;69250;0-1;159,4187412214174;3,63197705301438e+02;1,31156387864331e+01;Neuville-Sur-Saône
690781810 - HOSPICES CIVILS DE LYON;84;69;69580;0-1;145,5221867776631;2,30667217091924e+02;3,51084333693383e+01;Sathonay-Camp
690781810 - HOSPICES CIVILS DE LYON;84;69;69160;0-1;139,9949974931064;5,33175300901947e+02;6,52907982490610e+01;Tassin-La-Demi-Lune
690781810 - HOSPICES CIVILS DE LYON;84;38;38300;0-1;131,4033211584874;1,27286703777584e+03;7,18804406711995e+00;Bourgoin-Jallieu
690781810 - HOSPICES CIVILS DE LYON;84;69;69440;0-1;131,1412356907285;3,62971727720165e+02;3,76473806433647e+00;Mornant
690781810 - HOSPICES CIVILS DE LYON;84;69;69290;0-1;129,5536318262010;5,38328003600921e+02;1,67567452928204e+01;Craponne
690781810 - HOSPICES CIVILS DE LYON;84;69;69320;0-1;125,3727925767200;2,72765319917532e+02;2,62939887381803e+01;Feyzin
690781810 - HOSPICES CIVILS DE LYON;84;69;69540;0-1;121,5435578641222;1,96944684866966e+02;2,20777927022564e+01;Irigny
690781810 - HOSPICES CIVILS DE LYON;84;69;69680;0-1;116,8018575484169;2,32931617155584e+02;1,96795247305339e+01;Chassieu
690781810 - HOSPICES CIVILS DE LYON;84;69;69110;0-1;112,3645716823254;4,07420431847093e+02;6,11567092626292e+01;Sainte-Foy-Lès-Lyon
690781810 - HOSPICES CIVILS DE LYON;84;69;69740;0-1;111,2793299391151;2,01200844122102e+02;8,47041258238736e+00;Genas
690781810 - HOSPICES CIVILS DE LYON;84;01;01360;0-1;110,8720744060881;2,86345966935247e+02;4,78176703058617e+00;Béligneux
690781810 - HOSPICES CIVILS DE LYON;84;38;38090;0-1;110,0372200247685;6,71108453183443e+02;1,38477248817834e+01;Villefontaine
690781810 - HOSPICES CIVILS DE LYON;84;69;69510;0-1;109,5437337016523;3,17046335927881e+02;4,69141553854560e+00;Soucieu-En-Jarrest
690781810 - HOSPICES CIVILS DE LYON;84;01;01500;0-1;106,3620201718005;6,34867719161828e+02;6,28916147298391e+00;Ambérieu-En-Bugey
690781810 - HOSPICES CIVILS DE LYON;84;69;69340;0-1;104,4105535614431;3,28003403972348e+02;3,89087633336574e+01;Francheville
690781810 - HOSPICES CIVILS DE LYON;84;69;69520;0-1;99,8706543593530;2,54007734808682e+02;4,29058567428355e+01;Grigny
690781810 - HOSPICES CIVILS DE LYON;84;01;01150;0-1;99,1341561565463;3,84604216586186e+02;2,45878352095951e+00;Lagnieu
690781810 - HOSPICES CIVILS DE LYON;84;69;69720;0-1;98,4357954847902;2,02036125070632e+02;5,68902659013813e+00;Saint-Bonnet-De-Mure
690781810 - HOSPICES CIVILS DE LYON;84;69;69960;0-1;95,7731587132795;1,76491172892637e+02;1,47559184553548e+01;Corbas
690781810 - HOSPICES CIVILS DE LYON;84;69;69380;0-1;92,8100571106043;5,74776867676129e+02;7,04034548169824e+00;Chazay-D'azergues
690781810 - HOSPICES CIVILS DE LYON;84;69;69130;0-1;92,7760621284586;3,37802452625438e+02;4,08884732775478e+01;Écully
690781810 - HOSPICES CIVILS DE LYON;84;38;38080;0-1;89,9290975597028;7,32286551107931e+02;1,54927657654308e+01;L'isle-D'abeau
690781810 - HOSPICES CIVILS DE LYON;84;69;69400;0-1;86,7101235400157;1,45295962958105e+03;2,80267320645979e+01;Villefranche-Sur-Saône
690781810 - HOSPICES CIVILS DE LYON;84;01;01390;0-1;86,2073809802529;2,74551989473760e+02;2,24577633695389e+00;Saint-André-De-Corcy
690781810 - HOSPICES CIVILS DE LYON;84;38;38460;0-1;85,2561227110851;3,93755512267099e+02;2,15707418622974e+00;Crémieu
690781810 - HOSPICES CIVILS DE LYON;84;38;38540;0-1;80,4054793587822;2,49641734413786e+02;5,76328969757451e+00;Heyrieux
690781810 - HOSPICES CIVILS DE LYON;84;69;69210;0-1;73,4164753077110;6,07297079260746e+02;5,64397774465385e+00;Lentilly
690781810 - HOSPICES CIVILS DE LYON;84;38;38280;0-1;68,4523515332998;1,68020722346135e+02;3,97962169469847e+00;Villette-D'anthon
690781810 - HOSPICES CIVILS DE LYON;84;01;01600;0-1;68,0176844707599;5,46380781791795e+02;1,01049561965404e+01;Trévoux
690781810 - HOSPICES CIVILS DE LYON;84;38;38110;0-1;66,5895766228510;7,06416740941858e+02;5,45129423724313e+00;La Tour-Du-Pin
690781810 - HOSPICES CIVILS DE LYON;84;38;38150;0-1;64,4156667274979;5,47688291807425e+02;3,90448800661307e+00;Roussillon
690781810 - HOSPICES CIVILS DE LYON;84;69;69630;0-1;64,3778538760708;1,60293348233366e+02;9,76666679462159e+00;Chaponost
690781810 - HOSPICES CIVILS DE LYON;84;69;69350;0-1;63,6473140452640;1,41416233011700e+02;6,97506837454185e+01;La Mulatière
690781810 - HOSPICES CIVILS DE LYON;84;42;42C07;0-1;60,2630681488128;4,27359830060117e+03;4,38786632563748e+01;Saint-Étienne/Roche-La-Molière
690781810 - HOSPICES CIVILS DE LYON;84;01;01000;0-1;59,2637957982077;9,95941937709047e+02;2,70681426325610e+01;Bourg-En-Bresse
690781810 - HOSPICES CIVILS DE LYON;84;38;38780;0-1;58,8696307531250;3,58890104367853e+02;3,83124310824645e+00;Pont-Évêque
690781810 - HOSPICES CIVILS DE LYON;84;42;42800;0-1;58,4848158067628;7,64382426640943e+02;9,04948867190175e+00;Rive-De-Gier
690781810 - HOSPICES CIVILS DE LYON;84;74;74C02;0-1;55,7980302528082;4,26223140732625e+03;1,25067653975518e+01;Quintal/Poisy/Groisy/Fillière/Annecy
690781810 - HOSPICES CIVILS DE LYON;84;38;38290;0-1;55,3634369397560;3,01698275132965e+02;8,47768594360627e+00;La Verpillière
690781810 - HOSPICES CIVILS DE LYON;84;69;69410;0-1;54,9956496822134;1,45139004807181e+02;5,33284017416106e+01;Champagne-Au-Mont-D'or
690781810 - HOSPICES CIVILS DE LYON;84;26;26000;0-1;54,5384214560397;1,52015681920615e+03;4,13128190836336e+01;Valence
690781810 - HOSPICES CIVILS DE LYON;84;69;69970;0-1;51,5471765364042;1,22037350729173e+02;3,95332777971713e+00;Chaponnay
690781810 - HOSPICES CIVILS DE LYON;84;74;74100;0-1;51,3364672955269;1,92077402300293e+03;7,47489834636237e+01;Annemasse
690781810 - HOSPICES CIVILS DE LYON;84;69;69660;0-1;49,6711186001188;9,68346097434286e+01;2,56331914155870e+01;Collonges-Au-Mont-D'or
690781810 - HOSPICES CIVILS DE LYON;84;69;69450;0-1;48,2224531217203;1,06329279012929e+02;1,51141449075703e+01;Saint-Cyr-Au-Mont-D'or
690781810 - HOSPICES CIVILS DE LYON;84;38;38550;0-1;47,7969324373450;4,16696164401593e+02;7,92281747948943e+00;Saint-Maurice-L'exil
690781810 - HOSPICES CIVILS DE LYON;84;38;38670;0-1;46,5216471330830;1,98384391486732e+02;2,38317031622416e+01;Chasse-Sur-Rhône
690781810 - HOSPICES CIVILS DE LYON;84;69;69570;0-1;44,2714130405510;1,83450625302332e+02;1,30590576555133e+01;Dardilly
690781810 - HOSPICES CIVILS DE LYON;84;69;69730;0-1;42,7855877523831;1,30242198447478e+02;1,59202386097747e+01;Genay
690781810 - HOSPICES CIVILS DE LYON;84;69;69370;0-1;42,7522098692041;1,06374261884926e+02;1,32465039739695e+01;Saint-Didier-Au-Mont-D'or
690781810 - HOSPICES CIVILS DE LYON;84;38;38440;0-1;42,4084407861753;3,23743340472494e+02;1,79884273092366e+00;Saint-Jean-De-Bournay
690781810 - HOSPICES CIVILS DE LYON;84;01;01100;0-1;40,1734967363275;7,37676745745522e+02;7,04327682228498e+00;Oyonnax
690781810 - HOSPICES CIVILS DE LYON;84;69;69420;0-1;39,5318195331910;2,04646436247017e+02;2,52412295371828e+00;Condrieu
690781810 - HOSPICES CIVILS DE LYON;84;69;69670;0-1;36,5336098455124;1,55040045591986e+02;6,37498195285187e+00;Vaugneray
690781810 - HOSPICES CIVILS DE LYON;84;69;69650;0-1;36,4297356640904;1,42968108621106e+02;6,16514495725721e+00;Quincieux
690781810 - HOSPICES CIVILS DE LYON;84;38;38790;0-1;36,1171013360641;1,84830359530598e+02;3,74946535342113e+00;Saint-Georges-D'espéranche
690781810 - HOSPICES CIVILS DE LYON;84;26;26200;0-1;34,7265889587037;9,26118706201926e+02;1,91300584117424e+01;Montélimar
690781810 - HOSPICES CIVILS DE LYON;84;74;74140;0-1;34,2291009135755;8,10607344362401e+02;6,50333519843811e+00;Douvaine
690781810 - HOSPICES CIVILS DE LYON;84;69;69126;0-1;33,5582579261792;1,18067889507359e+02;1,01695091620981e+01;Brindas
690781810 - HOSPICES CIVILS DE LYON;84;69;69480;0-1;33,1858716275443;3,91620495651350e+02;7,65365766670893e+00;Anse
690781810 - HOSPICES CIVILS DE LYON;84;38;38390;0-1;32,1340073284604;2,12825442744299e+02;2,49633178392335e+00;Montalieu-Vercieu
690781810 - HOSPICES CIVILS DE LYON;84;38;38510;0-1;31,3259506380895;3,17892286445962e+02;1,87559160639683e+00;Morestel
690781810 - HOSPICES CIVILS DE LYON;84;74;74800;0-1;29,7776060042350;7,44440150105874e+02;7,88224090850309e+00;La Roche-Sur-Foron
690781810 - HOSPICES CIVILS DE LYON;84;69;69220;0-1;29,6752597529131;5,06902405489977e+02;5,73320871691937e+00;Belleville-En-Beaujolais
690781810 - HOSPICES CIVILS DE LYON;84;01;01320;0-1;29,0425690249743;1,72001397303370e+02;1,42808458037345e+00;Chalamont
690781810 - HOSPICES CIVILS DE LYON;84;01;01330;0-1;28,9488654450648;2,11117427194164e+02;1,40033980273729e+00;Villars-Les-Dombes
690781810 - HOSPICES CIVILS DE LYON;84;38;38070;0-1;28,9141956580297;1,26054042942996e+02;5,27268740751117e+00;Saint-Quentin-Fallavier
690781810 - HOSPICES CIVILS DE LYON;84;69;69850;0-1;28,1423870950156;7,87660966171510e+01;1,56700885633961e+00;Saint-Martin-En-Haut
690781810 - HOSPICES CIVILS DE LYON;84;01;01480;0-1;28,1274926128687;4,15246294425743e+02;4,46908929550136e+00;Jassans-Riottier
690781810 - HOSPICES CIVILS DE LYON;84;69;69170;0-1;27,8878128942643;3,43949593366149e+02;2,85837443381577e+00;Tarare
690781810 - HOSPICES CIVILS DE LYON;27;71;71000;0-1;27,6811953889317;8,88815559854706e+02;2,31138406379221e+01;Mâcon
690781810 - HOSPICES CIVILS DE LYON;84;74;74160;0-1;27,2276370223564;9,42015651871031e+02;1,33315412738018e+01;Saint-Julien-En-Genevois
690781810 - HOSPICES CIVILS DE LYON;84;69;69590;0-1;27,2135825452658;1,64495296000471e+02;2,45308352544565e+00;Saint-Symphorien-Sur-Coise
690781810 - HOSPICES CIVILS DE LYON;84;07;07200;0-1;26,9049590936540;5,08206176060818e+02;2,73338725456385e+00;Aubenas
690781810 - HOSPICES CIVILS DE LYON;84;26;26140;0-1;26,7675945500572;3,26068447260777e+02;3,94229907267786e+00;Saint-Rambert-D'albon
690781810 - HOSPICES CIVILS DE LYON;84;01;01230;0-1;26,7511074106101;1,13020401837118e+02;8,65484802721496e-01;Saint-Rambert-En-Bugey
690781810 - HOSPICES CIVILS DE LYON;84;69;69460;0-1;26,7379187241158;1,78659134606299e+02;2,46468094962080e+00;Saint-Étienne-Des-Oullières
690781810 - HOSPICES CIVILS DE LYON;84;69;69760;0-1;26,4499697467549;8,69375960152776e+01;9,38420633641179e+00;Limonest
690781810 - HOSPICES CIVILS DE LYON;84;01;01160;0-1;26,1894260753972;2,48972488540902e+02;2,10847286684482e+00;Pont-D'ain
690781810 - HOSPICES CIVILS DE LYON;84;69;69124;0-1;25,8425716646507;5,89588870752534e+01;2,11560814979698e+00;Colombier-Saugnieu
690781810 - HOSPICES CIVILS DE LYON;84;42;42410;0-1;25,6132707399070;2,03419004378489e+02;2,39504433183162e+00;Pélussin
690781810 - HOSPICES CIVILS DE LYON;84;26;26100;0-1;25,3482207987734;7,02380107909515e+02;2,10171338451273e+01;Romans-Sur-Isère
690781810 - HOSPICES CIVILS DE LYON;84;38;38270;0-1;25,1870495259441;2,36116803153158e+02;1,54546085614885e+00;Beaurepaire
690781810 - HOSPICES CIVILS DE LYON;84;69;69690;0-1;24,7740992081213;1,55513532910678e+02;1,97519278376742e+00;Bessenay
690781810 - HOSPICES CIVILS DE LYON;84;01;01C02;0-1;24,1280271048171;3,05984154942879e+02;1,58346229831696e+00;Nantua/Montréal-La-Cluse
690781810 - HOSPICES CIVILS DE LYON;84;26;26300;0-1;23,2532530149098;6,98180121077790e+02;2,94966930877639e+00;Bourg-De-Péage
690781810 - HOSPICES CIVILS DE LYON;84;69;69610;0-1;23,2283816693521;1,77588825136479e+02;1,87212707803611e+00;Haute-Rivoire
690781810 - HOSPICES CIVILS DE LYON;84;38;38370;0-1;23,1907221316905;1,60633746271705e+02;8,61269913603205e+00;Saint-Clair-Du-Rhône
690781810 - HOSPICES CIVILS DE LYON;84;01;01250;0-1;23,1386763094140;3,60018872055046e+02;1,53620394799612e+00;Ceyzériat
690781810 - HOSPICES CIVILS DE LYON;84;01;01400;0-1;23,0061638844908;2,42449573244250e+02;1,45368559288646e+00;Châtillon-Sur-Chalaronne
690781810 - HOSPICES CIVILS DE LYON;84;69;69280;0-1;22,5980917243128;1,02139061856582e+02;9,16553982524493e+00;Marcy-L'étoile
690781810 - HOSPICES CIVILS DE LYON;84;69;69620;0-1;22,5455224955535;2,48383170182024e+02;2,10245443551934e+00;Val D'oingt
690781810 - HOSPICES CIVILS DE LYON;84;69;69560;0-1;22,3173194612705;9,46102510502231e+01;4,48850003656465e+00;NA
690781810 - HOSPICES CIVILS DE LYON;84;01;01640;0-1;22,2980311473766;1,13348324999164e+02;1,98646751363751e+00;Jujurieux
690781810 - HOSPICES CIVILS DE LYON;84;07;07000;0-1;22,2287167550199;3,45053791948026e+02;2,09325014141962e+00;Privas
690781810 - HOSPICES CIVILS DE LYON;84;26;26500;0-1;22,1923607515981;4,27774852616292e+02;2,11451724466602e+01;Bourg-Lès-Valence
690781810 - HOSPICES CIVILS DE LYON;84;38;38000;0-1;21,8444192032814;3,41980548189752e+03;1,86964655814711e+02;Grenoble
690781810 - HOSPICES CIVILS DE LYON;84;01;01170;0-1;21,4090216389905;8,13542822281638e+02;7,92017936963927e+00;Gex
690781810 - HOSPICES CIVILS DE LYON;84;74;74130;0-1;21,3699312920108;5,95854804287915e+02;3,70003223468617e+00;Bonneville
690781810 - HOSPICES CIVILS DE LYON;84;38;38890;0-1;21,3645222466853;1,40791992445912e+02;2,63256287496240e+00;Saint-Chef
690781810 - HOSPICES CIVILS DE LYON;84;01;01110;0-1;21,0273095458710;1,18517562894909e+02;6,01141123904673e-01;Plateau D'hauteville
690781810 - HOSPICES CIVILS DE LYON;84;26;26800;0-1;20,8688056094249;3,79791683530484e+02;5,05916843739864e+00;Portes-Lès-Valence
690781810 - HOSPICES CIVILS DE LYON;84;69;69260;0-1;20,8115290964823;7,78733607677550e+01;2,03614972696730e+01;Charbonnières-Les-Bains
690781810 - HOSPICES CIVILS DE LYON;84;42;42400;0-1;20,6252302133363;7,78427426911229e+02;1,39537404792018e+01;Saint-Chamond
690781810 - HOSPICES CIVILS DE LYON;84;69;69490;0-1;20,4236997333014;2,35800896920844e+02;2,77363840715709e+00;Vindry-Sur-Turdine
690781810 - HOSPICES CIVILS DE LYON;84;07;07400;0-1;20,3095917372629;2,99908588820325e+02;1,53911675252035e+00;Le Teil
690781810 - HOSPICES CIVILS DE LYON;84;38;38690;0-1;20,0990197335511;3,27197175881741e+02;2,08762072387841e+00;Le Grand-Lemps
690781810 - HOSPICES CIVILS DE LYON;84;38;38490;0-1;19,9174866261388;3,37065158288502e+02;4,19517579701273e+00;Les Abrets En Dauphiné
690781810 - HOSPICES CIVILS DE LYON;84;01;01310;0-1;19,7786339540591;2,28660415845150e+02;2,23790203911546e+00;Polliat
690781810 - HOSPICES CIVILS DE LYON;84;07;07C06;0-1;19,6624531622400;3,47370005866240e+02;2,49496645798409e+00;Le Pouzin/La Voulte-Sur-Rhône
690781810 - HOSPICES CIVILS DE LYON;84;42;42520;0-1;19,5739353412939;1,58352627564620e+02;2,29880472071016e+00;Maclas
690781810 - HOSPICES CIVILS DE LYON;84;74;74200;0-1;19,5210755060904;1,22359744673194e+03;1,44676258673595e+01;Thonon-Les-Bains
690781810 - HOSPICES CIVILS DE LYON;84;01;01340;0-1;19,4997419823569;2,84996228972909e+02;1,67345638383503e+00;Attignat
690781810 - HOSPICES CIVILS DE LYON;84;38;38260;0-1;19,4249792773783;3,99883730883361e+02;1,57291317303853e+00;La Côte-Saint-André
690781810 - HOSPICES CIVILS DE LYON;84;74;74500;0-1;19,1686207617836;8,56198394026336e+02;5,75590273252574e+00;Évian-Les-Bains
690781810 - HOSPICES CIVILS DE LYON;84;01;01C01;0-1;18,2461226457833;3,30746581487981e+02;2,92996860164456e+00;Replonges/Grièges
690781810 - HOSPICES CIVILS DE LYON;84;42;42300;0-1;17,7884237100672;8,92275224488759e+02;1,40399143755243e+01;Roanne
690781810 - HOSPICES CIVILS DE LYON;84;07;07340;0-1;17,7545833291939;3,32763292975168e+02;3,13248299795847e+00;Peaugres
690781810 - HOSPICES CIVILS DE LYON;84;38;38630;0-1;17,6960286152056;1,94656314767262e+02;3,58839961531653e+00;Les Avenières Veyrins-Thuellin
690781810 - HOSPICES CIVILS DE LYON;84;38;38121;0-1;17,6897632433895;8,59217071821776e+01;3,39184118848897e+00;Reventin-Vaugris
690781810 - HOSPICES CIVILS DE LYON;84;74;74300;0-1;17,1109844443200;6,46550769360379e+02;5,01941011742307e+00;Cluses
690781810 - HOSPICES CIVILS DE LYON;84;07;07260;0-1;16,8606267766773;7,34641595269513e+01;7,03445025354916e-01;Joyeuse
690781810 - HOSPICES CIVILS DE LYON;84;26;26240;0-1;16,2760487312595;2,57510386056493e+02;2,86544773014332e+00;Saint-Vallier
690781810 - HOSPICES CIVILS DE LYON;84;01;01200;0-1;16,2227402887158;5,22077278382308e+02;3,24910882813390e+00;Valserhône
690781810 - HOSPICES CIVILS DE LYON;84;73;73100;0-1;16,2141080791139;8,60594967276045e+02;8,39143235475826e+00;Aix-Les-Bains
690781810 - HOSPICES CIVILS DE LYON;84;73;73000;0-1;16,2080313033905;1,57446390721233e+03;3,24152328860340e+01;Chambéry
690781810 - HOSPICES CIVILS DE LYON;84;69;69640;0-1;15,9729878282364;1,42304800651561e+02;2,35500993591281e+00;NA
690781810 - HOSPICES CIVILS DE LYON;84;07;07300;0-1;15,7648861371448;3,34160932879559e+02;3,08579042153749e+00;Tournon-Sur-Rhône
690781810 - HOSPICES CIVILS DE LYON;84;07;07100;0-1;15,1799007359436;4,00940603406600e+02;5,96039155861225e+00;Annonay
690781810 - HOSPICES CIVILS DE LYON;84;69;69890;0-1;15,1049205900776;6,36564510581840e+01;7,77325960229171e+00;La Tour-De-Salvagny
690781810 - HOSPICES CIVILS DE LYON;84;69;69870;0-1;14,8779351311940;1,21728560164315e+02;7,25901918991289e-01;Grandris
690781810 - HOSPICES CIVILS DE LYON;84;26;26260;0-1;14,8529760903302;2,37647617445283e+02;2,29441227478253e+00;Saint-Donat-Sur-L'herbasse
690781810 - HOSPICES CIVILS DE LYON;84;01;01540;0-1;14,5391541315288;1,00655682449045e+02;2,58648662470153e+00;Vonnas
690781810 - HOSPICES CIVILS DE LYON;84;07;07700;0-1;14,3378880676067;2,50261318998226e+02;1,11034544293945e+00;Bourg-Saint-Andéol
690781810 - HOSPICES CIVILS DE LYON;84;26;26600;0-1;13,3846939214804;5,04294717111933e+02;3,87614863706086e+00;Tain-L'hermitage
690781810 - HOSPICES CIVILS DE LYON;84;01;01300;0-1;12,9533731287768;3,64368956817750e+02;1,52091646521050e+00;Belley
690781810 - HOSPICES CIVILS DE LYON;84;26;26700;0-1;12,8169382218159;3,01198048212675e+02;3,90022138577854e+00;Pierrelatte
690781810 - HOSPICES CIVILS DE LYON;84;69;69999;0-1;NA;NA;NA;NA
690781810 - HOSPICES CIVILS DE LYON;Others;Others;Others;0-1;NA;NA;NA;NA
NA;11;75;75001;0-1;NA;1,87429718243041e+02;9,69579573582168e+01;Paris 1er Arrondissement
NA;11;75;75002;0-1;NA;3,45919799948529e+02;4,49080858421737e+02;Paris 2e Arrondissement
NA;11;75;75003;0-1;NA;5,27032149219757e+02;4,89348861446357e+02;Paris 3e Arrondissement
NA;11;75;75004;0-1;NA;3,99592364452320e+02;2,35325787247713e+02;Paris 4e Arrondissement
NA;11;75;75005;0-1;NA;7,33648105210638e+02;3,23340281524994e+02;Paris 5e Arrondissement
NA;11;75;75006;0-1;NA;5,27724623775046e+02;2,48437217696569e+02;Paris 6e Arrondissement
NA;11;75;75007;0-1;NA;6,38999006828335e+02;1,65994204696457e+02;Paris 7e Arrondissement
NA;11;75;75008;0-1;NA;5,19486574506629e+02;1,35201137256158e+02;Paris 8e Arrondissement
NA;11;75;75009;0-1;NA;1,27600866978035e+03;5,29484171302880e+02;Paris 9e Arrondissement
NA;11;75;75010;0-1;NA;1,87657620809433e+03;6,29438622614908e+02;Paris 10e Arrondissement
NA;11;75;75011;0-1;NA;2,60854761573498e+03;7,92256834053995e+02;Paris 11e Arrondissement
NA;11;75;75012;0-1;NA;2,53956047797739e+03;1,57359930564835e+02;Paris 12e Arrondissement
NA;11;75;75013;0-1;NA;2,97434968323378e+03;4,23110269180265e+02;Paris 13e Arrondissement
NA;11;75;75014;0-1;NA;2,44084555444599e+03;4,21939758617553e+02;Paris 14e Arrondissement
NA;11;75;75015;0-1;NA;4,11966631572845e+03;4,92135270240995e+02;Paris 15e Arrondissement
NA;11;75;75016;0-1;NA;2,55410874533587e+03;1,52920077056455e+02;Paris 16e Arrondissement
NA;11;75;75017;0-1;NA;3,60814306978341e+03;6,28547296270851e+02;Paris 17e Arrondissement
NA;11;75;75018;0-1;NA;3,86257782154666e+03;6,66366798427228e+02;Paris 18e Arrondissement
NA;11;75;75019;0-1;NA;3,97378623066766e+03;6,09657816998871e+02;Paris 19e Arrondissement
NA;11;75;75020;0-1;NA;3,60524182696710e+03;5,75454746667191e+02;Paris 20e Arrondissement
NA;11;75;75999;0-1;NA;NA;NA;NA
NA;11;77;77000;0-1;NA;1,94532336981794e+03;6,24426953137353e+01;Melun
NA;11;77;77090;0-1;NA;5,83051076138129e+01;1,87802378387073e+01;Collégien
NA;11;77;77100;0-1;NA;2,04230388119453e+03;6,93439668875303e+01;Meaux
NA;11;77;77111;0-1;NA;7,55317412100168e+01;4,46531105616489e+00;Soignolles-En-Brie
NA;11;77;77114;0-1;NA;4,23338387599226e+01;7,92714065257138e-01;Gouaix
NA;11;77;77115;0-1;NA;4,29038517964070e+01;1,16381785103772e+00;Sivry-Courtry
