FINESS_Hosp;age_group;RegCode;DepCode;Year;n_Hosp;n;Pop;pHosp;catchmentHosp
690781810 - HOSPICES CIVILS DE LYON;18-64;75;19;2024;25;13528;128872,08400690387;0,001848018923713779;238,1580499831902
690781810 - HOSPICES CIVILS DE LYON;18-64;75;33;2024;25;95325;1019535,00409870897;0,000262260687123000;267,3839507208783
690781810 - HOSPICES CIVILS DE LYON;18-64;11;78;2024;24;71248;879720,60955084208;0,000336851560745565;296,3352603472408
690781810 - HOSPICES CIVILS DE LYON;18-64;93;04;2024;23;10276;90824,03273053853;0,002238224990268587;203,2846197744634
690781810 - HOSPICES CIVILS DE LYON;18-64;32;60;2024;23;48950;483607,76181658922;0,000469867211440245;227,2314304756190
690781810 - HOSPICES CIVILS DE LYON;18-64;27;89;2024;22;21136;180055,91897935123;0,001040878122634368;187,4162669164330
690781810 - HOSPICES CIVILS DE LYON;18-64;53;56;2024;21;40602;426267,02693542960;0,000517215900694547;220,4720842727950
690781810 - HOSPICES CIVILS DE LYON;18-64;11;77;2024;20;78820;882401,84100039548;0,000253742704897234;223,9030299417395
690781810 - HOSPICES CIVILS DE LYON;18-64;27;90;2024;20;7045;80265,28517257819;0,002838892831795600;227,8645427184619
690781810 - HOSPICES CIVILS DE LYON;18-64;94;2B;2024;18;10090;107914,97511577282;0,001783944499504460;192,5143262719436
690781810 - HOSPICES CIVILS DE LYON;18-64;44;54;2024;18;41171;431193,49667187780;0,000437200942410920;188,5182031064050
690781810 - HOSPICES CIVILS DE LYON;18-64;76;11;2024;17;23516;204010,00443133645;0,000722912059874128;147,4812925383875
690781810 - HOSPICES CIVILS DE LYON;18-64;44;88;2024;17;22373;195353,76077805250;0,000759844455370312;148,4384719629416
690781810 - HOSPICES CIVILS DE LYON;18-64;75;17;2024;16;31430;359555,62262309989;0,000509067769646834;183,0381788727203
690781810 - HOSPICES CIVILS DE LYON;18-64;52;44;2024;16;72036;883197,85466768674;0,000222111166638903;196,1681058732160
690781810 - HOSPICES CIVILS DE LYON;18-64;28;76;2024;16;73882;720706,01040015079;0,000216561544083809;156,0772064427386
690781810 - HOSPICES CIVILS DE LYON;18-64;11;94;2024;16;80003;884585,05924464006;0,000199992500281239;176,9103777097639
690781810 - HOSPICES CIVILS DE LYON;18-64;11;95;2024;16;70110;770139,07926141925;0,000228212808443874;175,7556021706277
690781810 - HOSPICES CIVILS DE LYON;18-64;24;18;2024;14;16769;160530,01223699335;0,000834873874411116;134,0223132755625
690781810 - HOSPICES CIVILS DE LYON;18-64;53;29;2024;14;51487;522432,78916225937;0,000271913298502535;142,0564229469892
690781810 - HOSPICES CIVILS DE LYON;18-64;32;62;2024;14;101269;831632,29411656002;0,000138245662542338;114,9695574917481
690781810 - HOSPICES CIVILS DE LYON;18-64;11;91;2024;14;75325;801979,30240637460;0,000185861267839363;149,0568899261765
690781810 - HOSPICES CIVILS DE LYON;18-64;94;2A;2024;12;10869;95909,95020937048;0,001104057410985371;105,8900913158934
690781810 - HOSPICES CIVILS DE LYON;18-64;76;48;2024;12;4128;41747,72901213351;0,002906976744186046;121,3596773608532
690781810 - HOSPICES CIVILS DE LYON;18-64;28;14;2024;11;38078;399963,35701640591;0,000288880718525133;115,5417019586235
690781810 - HOSPICES CIVILS DE LYON;18-64;75;23;2024;11;7784;59437,79883802153;0,001413155190133607;83,9948339180674
690781810 - HOSPICES CIVILS DE LYON;18-64;53;35;2024;11;59900;668167,88050914172;0,000183639398998331;122,7019480066871
690781810 - HOSPICES CIVILS DE LYON;18-64;84;69;2025;39497;97051;1172298,96538020065;0,406971592255618186;477092,3765403940924
690781810 - HOSPICES CIVILS DE LYON;18-64;84;38;2025;6008;67053;764512,92500645854;0,089600763575082398;68500,9418435983971
690781810 - HOSPICES CIVILS DE LYON;18-64;84;01;2025;4634;32645;398560,88755225518;0,141951294225761998;56576,2338158110215
690781810 - HOSPICES CIVILS DE LYON;18-64;84;26;2025;1804;28161;291784,84325790580;0,064060225134050644;18691,8027498051233
690781810 - HOSPICES CIVILS DE LYON;18-64;84;42;2025;1782;46291;429333,20287418243;0,038495603897085826;16527,4409177117159
690781810 - HOSPICES CIVILS DE LYON;18-64;84;74;2025;1254;43838;525483,05233225494;0,028605319585747524;15031,6106488582427
690781810 - HOSPICES CIVILS DE LYON;18-64;84;07;2025;1210;18896;181725,11522563675;0,064034716342082978;11636,7162057059941
690781810 - HOSPICES CIVILS DE LYON;18-64;27;71;2025;1104;29901;291857,12818375038;0,036921842078860241;10775,9027963901026
690781810 - HOSPICES CIVILS DE LYON;18-64;84;73;2025;614;23719;261685,73373116757;0,025886420169484378;6774,1068557248145
690781810 - HOSPICES CIVILS DE LYON;18-64;93;83;2025;373;59967;615512,88631192828;0,006220087714909867;3828,5441425175391
690781810 - HOSPICES CIVILS DE LYON;18-64;27;39;2025;300;13405;141929,99100065758;0,022379709063782172;3176,3519060199387
690781810 - HOSPICES CIVILS DE LYON;18-64;84;43;2025;241;13059;124020,30112348666;0,018454705567041887;2288,7581415698205
690781810 - HOSPICES CIVILS DE LYON;18-64;84;63;2025;226;31533;381679,42106823705;0,007167094789585514;2735,5325900301773
690781810 - HOSPICES CIVILS DE LYON;18-64;93;13;2025;185;123118;1212754,64165927842;0,001502623499407073;1822,3136235722354
690781810 - HOSPICES CIVILS DE LYON;18-64;Others;Others;2025;180;NA;NA;NA;NA
690781810 - HOSPICES CIVILS DE LYON;18-64;27;21;2025;177;25366;313350,77074648597;0,006977844358590239;2186,5129079132703
690781810 - HOSPICES CIVILS DE LYON;18-64;84;03;2025;152;18373;176003,12152488285;0,008273009307135471;1456,0754624602512
690781810 - HOSPICES CIVILS DE LYON;18-64;93;84;2025;120;29940;317340,59758730727;0,004008016032064128;1271,9062027547384
690781810 - HOSPICES CIVILS DE LYON;18-64;27;25;2025;110;24946;318158,77624575794;0,004409524573077848;1402,9289419960462
690781810 - HOSPICES CIVILS DE LYON;18-64;76;30;2025;92;38149;426966,39039179654;0,002411596634249915;1029,6707100066917
690781810 - HOSPICES CIVILS DE LYON;18-64;93;06;2025;83;54119;635028,78860352398;0,001533657310741145;973,9165441728874
690781810 - HOSPICES CIVILS DE LYON;18-64;76;34;2025;73;62789;720957,27064520482;0,001162624026501457;838,2022449330289
690781810 - HOSPICES CIVILS DE LYON;18-64;11;75;2025;67;99572;1356191,53451264696;0,000672879926083638;912,5540594981254
690781810 - HOSPICES CIVILS DE LYON;18-64;27;58;2025;52;11623;103542,31242220434;0,004473887980727867;463,2367070424697
690781810 - HOSPICES CIVILS DE LYON;18-64;27;70;2025;47;11379;127761,14396232342;0,004130415678003339;527,7066320616224
690781810 - HOSPICES CIVILS DE LYON;18-64;32;59;2025;40;165941;1542810,70886958507;0,000241049529652105;371,8937957152446
690781810 - HOSPICES CIVILS DE LYON;18-64;44;67;2025;37;60161;702000,56121050031;0,000615016372733166;431,7418388123288
690781810 - HOSPICES CIVILS DE LYON;18-64;11;92;2025;37;76548;1050068,45356260054;0,000483356847990803;507,5577778885957
690781810 - HOSPICES CIVILS DE LYON;18-64;93;05;2025;31;8376;77379,87629463708;0,003701050620821394;286,3868391993493
690781810 - HOSPICES CIVILS DE LYON;18-64;84;15;2025;31;7171;77012,83026016041;0,004322967508018407;332,9239629152102
690781810 - HOSPICES CIVILS DE LYON;18-64;76;31;2025;29;77650;932769,16087774048;0,000373470701867354;348,3619531932321
690781810 - HOSPICES CIVILS DE LYON;18-64;44;68;2025;28;34863;444763,27812533028;0,000803143734044689;357,2088399595344
690781810 - HOSPICES CIVILS DE LYON;18-64;75;33;2025;27;86846;1029376,63546057965;0,000310895147732768;320,0282011541769
690781810 - HOSPICES CIVILS DE LYON;18-64;24;18;2025;26;15145;159384,45878445025;0,001716738197424893;273,6213884711592
690781810 - HOSPICES CIVILS DE LYON;18-64;11;78;2025;26;67692;883576,84347588045;0,000384092654966613;339,3753756776708
690781810 - HOSPICES CIVILS DE LYON;18-64;11;93;2025;26;94835;1060382,26076515694;0,000274160383824537;290,7148076121061
690781810 - HOSPICES CIVILS DE LYON;18-64;44;88;2025;25;20310;193360,23185159525;0,001230920728705071;238,0111174933472
690781810 - HOSPICES CIVILS DE LYON;18-64;27;90;2025;24;6537;79700,97176311370;0,003671408903166590;292,6148573221246
690781810 - HOSPICES CIVILS DE LYON;18-64;76;66;2025;23;24758;269713,98200131516;0,000928992648840779;250,5623065687959
690781810 - HOSPICES CIVILS DE LYON;18-64;27;89;2025;23;19181;179381,87649426368;0,001199103279286794;215,0973963488903
690781810 - HOSPICES CIVILS DE LYON;18-64;44;10;2025;21;16321;173380,66247989057;0,001286685864836713;223,0864476489003
690781810 - HOSPICES CIVILS DE LYON;18-64;44;54;2025;20;38026;430627,38717208401;0,000525955924893494;226,4910257045622
690781810 - HOSPICES CIVILS DE LYON;18-64;44;57;2025;20;55052;616862,71623228316;0,000363292886725278;224,1018368932221
690781810 - HOSPICES CIVILS DE LYON;18-64;28;76;2025;20;67043;719259,01463585766;0,000298316006145310;214,5664766301799
690781810 - HOSPICES CIVILS DE LYON;18-64;11;94;2025;19;72739;887341,57418842986;0,000261207880229313;231,7806116331014
690781810 - HOSPICES CIVILS DE LYON;18-64;76;11;2025;18;22038;204048,69607586984;0,000816771031854070;166,6610640423658
690781810 - HOSPICES CIVILS DE LYON;18-64;93;04;2025;16;9236;90956,98452160077;0,001732351667388480;157,5694837966232
690781810 - HOSPICES CIVILS DE LYON;18-64;53;35;2025;15;56604;673909,71887146402;0,000264998940004240;178,5853611594933
690781810 - HOSPICES CIVILS DE LYON;18-64;24;37;2025;15;29784;353008,33383876045;0,000503626107977438;177,7842132548149
690781810 - HOSPICES CIVILS DE LYON;18-64;44;52;2025;15;9914;90568,43210788055;0,001513011902360299;137,0311157573339
690781810 - HOSPICES CIVILS DE LYON;18-64;11;77;2025;15;72436;887184,42432611354;0,000207079352807996;183,7175764107861
690781810 - HOSPICES CIVILS DE LYON;18-64;75;19;2025;13;12684;128416,71543377682;0,001024913276568906;131,6159965814490
690781810 - HOSPICES CIVILS DE LYON;18-64;28;50;2025;12;25007;268992,57672999916;0,000479865637621466;129,0802943479821
690781810 - HOSPICES CIVILS DE LYON;18-64;75;17;2025;11;28595;361011,11964457663;0,000384682636824620;138,8747094278840
690781810 - HOSPICES CIVILS DE LYON;18-64;94;2B;2025;11;8922;108190,30838270177;0,001232907419861018;133,3886339620847
690781810 - HOSPICES CIVILS DE LYON;18-64;24;45;2025;11;34953;390805,40525003232;0,000314708322604641;122,9897135510644
690781810 - HOSPICES CIVILS DE LYON;18-64;52;49;2025;11;37921;475808,39657067956;0,000290076738482635;138,0209478198749
690781810 - HOSPICES CIVILS DE LYON;18-64;53;56;2025;11;36344;426730,84911679913;0,000302663438256659;129,1558260038738
690781810 - HOSPICES CIVILS DE LYON;18-64;75;64;2025;11;33808;400349,92210820346;0,000325366777094179;130,2605638662517
690781810 - HOSPICES CIVILS DE LYON;18-64;11;91;2025;11;71485;805186,07668816566;0,000153878436035532;123,9007741983608
690781810 - HOSPICES CIVILS DE LYON;18-64;11;95;2025;11;64052;773062,36113402573;0,000171735464934741;132,7622240129002
690781810 - HOSPICES CIVILS DE LYON;65-79;84;69;2016;22468;59889;206893,00000000000;0,375160713987543637;77618,1255990248610
690781810 - HOSPICES CIVILS DE LYON;65-79;84;38;2016;3460;43043;153830,00000000000;0,080384731547522251;12365,5832539553485
690781810 - HOSPICES CIVILS DE LYON;65-79;84;01;2016;2451;21388;75981,00000000000;0,114596970263699277;8707,1923976061353
690781810 - HOSPICES CIVILS DE LYON;65-79;84;26;2016;1132;20169;73480,00000000000;0,056125737517973125;4124,1191928206654
690781810 - HOSPICES CIVILS DE LYON;65-79;27;71;2016;1071;29195;90364,00000000000;0,036684363760917965;3314,9458468915909
690781810 - HOSPICES CIVILS DE LYON;65-79;93;83;2016;995;51481;183079,00000000000;0,019327518890464444;3538,4628309473401
690781810 - HOSPICES CIVILS DE LYON;65-79;84;42;2016;846;31091;109888,00000000000;0,027210446753079671;2990,1015728024190
690781810 - HOSPICES CIVILS DE LYON;65-79;84;74;2016;777;25346;92419,00000000000;0,030655724769194349;2833,1714274441724
690781810 - HOSPICES CIVILS DE LYON;65-79;84;07;2016;680;14858;52527,00000000000;0,045766590389016017;2403,9816933638444
690781810 - HOSPICES CIVILS DE LYON;65-79;27;39;2016;278;11319;38966,00000000000;0,024560473540065377;957,0234119621875
690781810 - HOSPICES CIVILS DE LYON;65-79;Others;Others;2016;258;NA;NA;NA;NA
690781810 - HOSPICES CIVILS DE LYON;65-79;84;73;2016;257;16504;57907,00000000000;0,015571982549684924;901,7267935046049
690781810 - HOSPICES CIVILS DE LYON;65-79;84;43;2016;138;10219;35212,00000000000;0,013504256776592621;475,5118896173794
690781810 - HOSPICES CIVILS DE LYON;65-79;93;84;2016;87;22087;81527,00000000000;0,003938968624077512;321,1322950151673
690781810 - HOSPICES CIVILS DE LYON;65-79;84;03;2016;70;17288;58452,00000000000;0,004049051365108746;236,6751503933364
690781810 - HOSPICES CIVILS DE LYON;65-79;93;13;2016;68;78673;271515,00000000000;0,000864337193192074;234,6805130095458
690781810 - HOSPICES CIVILS DE LYON;65-79;27;21;2016;57;20977;71579,00000000000;0,002717261762883158;194,4988797254135
690781810 - HOSPICES CIVILS DE LYON;65-79;93;06;2016;55;46492;170883,00000000000;0,001182999225673234;202,1544566807193
690781810 - HOSPICES CIVILS DE LYON;65-79;27;25;2016;55;17888;69551,00000000000;0,003074686940966011;213,8475514311270
690781810 - HOSPICES CIVILS DE LYON;65-79;84;63;2016;51;24422;92750,00000000000;0,002088281058062403;193,6880681352879
690781810 - HOSPICES CIVILS DE LYON;65-79;76;30;2016;40;30578;112267,00000000000;0,001308130028124796;146,8598338674864
690781810 - HOSPICES CIVILS DE LYON;65-79;93;05;2016;31;6745;21801,00000000000;0,004595997034840623;100,1973313565604
690781810 - HOSPICES CIVILS DE LYON;65-79;76;34;2016;26;43391;162442,00000000000;0,000599202599617432;97,3356686870549
690781810 - HOSPICES CIVILS DE LYON;65-79;24;36;2016;18;11447;38748,00000000000;0,001572464401153141;60,9298506158819
690781810 - HOSPICES CIVILS DE LYON;65-79;27;58;2016;18;11862;38798,00000000000;0,001517450682852807;58,8740515933232
690781810 - HOSPICES CIVILS DE LYON;65-79;11;92;2016;17;42558;159495,00000000000;0,000399454861600639;63,7110531509939
690781810 - HOSPICES CIVILS DE LYON;65-79;93;04;2016;15;8641;28149,00000000000;0,001735910195579215;48,8641360953593
690781810 - HOSPICES CIVILS DE LYON;65-79;11;75;2016;15;65866;251624,00000000000;0,000227735098533386;57,3036164333647
690781810 - HOSPICES CIVILS DE LYON;65-79;27;70;2016;14;10774;35946,00000000000;0,001299424540560609;46,7091145349916
690781810 - HOSPICES CIVILS DE LYON;65-79;44;68;2016;13;29273;97870,00000000000;0,000444095241348683;43,4636012707956
690781810 - HOSPICES CIVILS DE LYON;65-79;75;23;2016;11;7665;22083,00000000000;0,001435094585779517;31,6911937377691
690781810 - HOSPICES CIVILS DE LYON;65-79;84;69;2017;23429;60715;209384,00000000000;0,385884871942683005;80798,1180268467433
690781810 - HOSPICES CIVILS DE LYON;65-79;84;38;2017;3601;43026;157564,00000000000;0,083693580625668201;13187,0953377027836
690781810 - HOSPICES CIVILS DE LYON;65-79;84;01;2017;2657;22082;78372,00000000000;0,120324245992210851;9430,0518069015488
690781810 - HOSPICES CIVILS DE LYON;65-79;84;26;2017;1146;20385;75991,00000000000;0,056217807211184696;4272,0473877851364
690781810 - HOSPICES CIVILS DE LYON;65-79;93;83;2017;1058;51747;186374,00000000000;0,020445629698340000;3810,5337893984192
690781810 - HOSPICES CIVILS DE LYON;65-79;27;71;2017;1056;28857;92851,00000000000;0,036594240565547352;3397,8118307516370
690781810 - HOSPICES CIVILS DE LYON;65-79;84;42;2017;874;31200;111831,00000000000;0,028012820512820513;3132,7017307692308
690781810 - HOSPICES CIVILS DE LYON;65-79;84;74;2017;776;25692;94928,00000000000;0,030203954538377705;2867,2009964191188
690781810 - HOSPICES CIVILS DE LYON;65-79;84;07;2017;702;14701;53996,00000000000;0,047751853615400311;2578,4090878171551
690781810 - HOSPICES CIVILS DE LYON;65-79;84;73;2017;315;16765;59392,00000000000;0,018789144050104383;1115,9248434237995
690781810 - HOSPICES CIVILS DE LYON;65-79;27;39;2017;265;11182;40020,00000000000;0,023698801645501699;948,4260418529780
690781810 - HOSPICES CIVILS DE LYON;65-79;Others;Others;2017;241;NA;NA;NA;NA
690781810 - HOSPICES CIVILS DE LYON;65-79;84;43;2017;136;10634;36153,00000000000;0,012789166823396652;462,3667481662592
690781810 - HOSPICES CIVILS DE LYON;65-79;84;03;2017;81;17668;59718,00000000000;0,004584559655875028;273,7807335295449
690781810 - HOSPICES CIVILS DE LYON;65-79;84;63;2017;73;24657;95528,00000000000;0,002960619702315772;282,8220789228211
690781810 - HOSPICES CIVILS DE LYON;65-79;93;06;2017;71;46698;172989,00000000000;0,001520407726240952;263,0138121546961
690781810 - HOSPICES CIVILS DE LYON;65-79;93;13;2017;61;79614;278253,00000000000;0,000766196900042706;213,1965860275831
690781810 - HOSPICES CIVILS DE LYON;65-79;27;21;2017;56;20740;73756,00000000000;0,002700096432015429;199,1483124397300
690781810 - HOSPICES CIVILS DE LYON;65-79;93;84;2017;48;22302;83693,00000000000;0,002152273338714017;180,1302125369922
690781810 - HOSPICES CIVILS DE LYON;65-79;27;25;2017;43;17512;71440,00000000000;0,002455459113750571;175,4179990863408
690781810 - HOSPICES CIVILS DE LYON;65-79;76;30;2017;40;31185;115547,00000000000;0,001282667949334616;148,2084335417669
690781810 - HOSPICES CIVILS DE LYON;65-79;76;34;2017;25;45163;167766,00000000000;0,000553550472732104;92,8669486083741
690781810 - HOSPICES CIVILS DE LYON;65-79;27;58;2017;24;12122;39357,00000000000;0,001979871308364956;77,9217950833196
690781810 - HOSPICES CIVILS DE LYON;65-79;11;75;2017;24;66117;254728,00000000000;0,000362992876264803;92,4644493851808
690781810 - HOSPICES CIVILS DE LYON;65-79;93;05;2017;22;6268;22580,00000000000;0,003509891512444161;79,2533503509892
690781810 - HOSPICES CIVILS DE LYON;65-79;44;68;2017;20;28940;100725,00000000000;0,000691085003455425;69,6095369730477
690781810 - HOSPICES CIVILS DE LYON;65-79;11;95;2017;18;30637;116191,00000000000;0,000587524888207070;68,2651042856677
690781810 - HOSPICES CIVILS DE LYON;65-79;27;89;2017;15;16552;53984,00000000000;0,000906234896085065;48,9221846302562
690781810 - HOSPICES CIVILS DE LYON;65-79;75;23;2017;14;7563;22465,00000000000;0,001851117281502050;41,5853497289435
690781810 - HOSPICES CIVILS DE LYON;65-79;27;70;2017;14;10822;36922,00000000000;0,001293661060802070;47,7645536869340
690781810 - HOSPICES CIVILS DE LYON;65-79;24;18;2017;12;13359;51546,00000000000;0,000898270828654839;46,3022681338424
690781810 - HOSPICES CIVILS DE LYON;65-79;11;78;2017;12;40430;163780,00000000000;0,000296809300024734;48,6114271580510
690781810 - HOSPICES CIVILS DE LYON;65-79;93;04;2017;11;8789;28692,00000000000;0,001251564455569462;35,9098873591990
690781810 - HOSPICES CIVILS DE LYON;65-79;28;14;2017;11;25704;98940,00000000000;0,000427948957360722;42,3412698412698
690781810 - HOSPICES CIVILS DE LYON;65-79;32;62;2017;11;56196;185006,00000000000;0,000195743469286070;36,2137162787387
690781810 - HOSPICES CIVILS DE LYON;65-79;84;69;2018;23779;61019;213561,00000000000;0,389698290696340488;83224,3566594011645
690781810 - HOSPICES CIVILS DE LYON;65-79;84;38;2018;3774;43509;161233,00000000000;0,086740674343239330;13985,4591463835077
690781810 - HOSPICES CIVILS DE LYON;65-79;84;01;2018;2829;22659;81025,00000000000;0,124851052561895937;10116,0565338276174
690781810 - HOSPICES CIVILS DE LYON;65-79;84;26;2018;1157;20897;77597,00000000000;0,055366799062066326;4296,2975068191608
690781810 - HOSPICES CIVILS DE LYON;65-79;93;83;2018;1023;51991;191149,00000000000;0,019676482468119483;3761,1399472985709
690781810 - HOSPICES CIVILS DE LYON;65-79;27;71;2018;999;29046;95064,00000000000;0,034393720305721957;3269,6046271431524
690781810 - HOSPICES CIVILS DE LYON;65-79;84;42;2018;962;31830;113735,00000000000;0,030223060006283380;3437,4197298146400
690781810 - HOSPICES CIVILS DE LYON;65-79;84;07;2018;823;15247;55681,00000000000;0,053977831704597627;3005,5396471437007
690781810 - HOSPICES CIVILS DE LYON;65-79;84;74;2018;795;26135;98417,00000000000;0,030418978381480773;2993,7445953701931
690781810 - HOSPICES CIVILS DE LYON;65-79;84;73;2018;324;17190;61438,00000000000;0,018848167539267015;1157,9937172774869
690781810 - HOSPICES CIVILS DE LYON;65-79;27;39;2018;270;11674;41239,00000000000;0,023128319342127807;953,7887613500086
690781810 - HOSPICES CIVILS DE LYON;65-79;Others;Others;2018;247;NA;NA;NA;NA
690781810 - HOSPICES CIVILS DE LYON;65-79;84;43;2018;125;10688;37123,00000000000;0,011695359281437126;434,1668226047904
690781810 - HOSPICES CIVILS DE LYON;65-79;84;63;2018;95;25089;98032,00000000000;0,003786519988839730;371,2001275459365
690781810 - HOSPICES CIVILS DE LYON;65-79;84;03;2018;86;17154;61163,00000000000;0,005013407951498193;306,6350705374840
690781810 - HOSPICES CIVILS DE LYON;65-79;93;84;2018;86;22672;85895,00000000000;0,003793225123500353;325,8190719830628
690781810 - HOSPICES CIVILS DE LYON;65-79;27;21;2018;76;20829;75948,00000000000;0,003648758941859907;277,1159441163762
690781810 - HOSPICES CIVILS DE LYON;65-79;93;06;2018;72;46168;176351,00000000000;0,001559521746664356;275,0232195460059
690781810 - HOSPICES CIVILS DE LYON;65-79;93;13;2018;70;81821;285459,00000000000;0,000855526087434766;244,2176213930409
690781810 - HOSPICES CIVILS DE LYON;65-79;27;58;2018;47;12259;40040,00000000000;0,003833917937841586;153,5100742311771
690781810 - HOSPICES CIVILS DE LYON;65-79;27;25;2018;45;17711;73033,00000000000;0,002540793856925075;185,5617977528090
690781810 - HOSPICES CIVILS DE LYON;65-79;76;30;2018;40;31067;119677,00000000000;0,001287539833263592;154,0889046254869
690781810 - HOSPICES CIVILS DE LYON;65-79;76;34;2018;31;46286;174956,00000000000;0,000669748952166962;117,1765976753230
690781810 - HOSPICES CIVILS DE LYON;65-79;27;70;2018;24;10592;37660,00000000000;0,002265861027190333;85,3323262839879
690781810 - HOSPICES CIVILS DE LYON;65-79;11;75;2018;22;67642;259855,00000000000;0,000325241713728157;84,5156855208303
690781810 - HOSPICES CIVILS DE LYON;65-79;27;90;2018;20;5040;19294,00000000000;0,003968253968253968;76,5634920634921
690781810 - HOSPICES CIVILS DE LYON;65-79;44;68;2018;19;29282;104720,00000000000;0,000648862782596817;67,9489105935387
690781810 - HOSPICES CIVILS DE LYON;65-79;93;05;2018;18;6163;23524,00000000000;0,002920655524906701;68,7055005679052
690781810 - HOSPICES CIVILS DE LYON;65-79;75;17;2018;14;30803;121859,00000000000;0,000454501184949518;55,3850598967633
690781810 - HOSPICES CIVILS DE LYON;65-79;93;04;2018;11;8694;29524,00000000000;0,001265240395675178;37,3549574419140
690781810 - HOSPICES CIVILS DE LYON;65-79;32;59;2018;11;97744;307616,00000000000;0,000112538877066623;34,6187592077263
690781810 - HOSPICES CIVILS DE LYON;65-79;44;67;2018;11;43492;144666,00000000000;0,000252920077255587;36,5889358962568
690781810 - HOSPICES CIVILS DE LYON;65-79;27;89;2018;11;16558;55493,00000000000;0,000664331440995289;36,8657446551516
690781810 - HOSPICES CIVILS DE LYON;65-79;11;94;2018;11;37196;141671,00000000000;0,000295730723733735;41,8964673620819
690781810 - HOSPICES CIVILS DE LYON;65-79;84;69;2019;24156;61057;218367,00000000000;0,395630312658663219;86392,6044843343116
690781810 - HOSPICES CIVILS DE LYON;65-79;84;38;2019;3838;44105;165508,00000000000;0,087019612288856144;14402,4419907040028
690781810 - HOSPICES CIVILS DE LYON;65-79;84;01;2019;2770;22625;83678,00000000000;0,122430939226519334;10244,7761325966840
690781810 - HOSPICES CIVILS DE LYON;65-79;84;26;2019;1410;21100;79873,00000000000;0,066824644549763029;5337,4848341232228
690781810 - HOSPICES CIVILS DE LYON;65-79;27;71;2019;1081;29662;96943,00000000000;0,036443935001011396;3532,9843908030480
690781810 - HOSPICES CIVILS DE LYON;65-79;93;83;2019;1046;52441;195690,00000000000;0,019946225281745198;3903,2768253847180
690781810 - HOSPICES CIVILS DE LYON;65-79;84;42;2019;963;32049;116248,00000000000;0,030047739399045210;3492,9896096602074
690781810 - HOSPICES CIVILS DE LYON;65-79;84;07;2019;836;15591;57351,00000000000;0,053620678596626260;3075,1995381951128
690781810 - HOSPICES CIVILS DE LYON;65-79;84;74;2019;742;26199;101693,00000000000;0,028321691667620903;2880,1177907553724
690781810 - HOSPICES CIVILS DE LYON;65-79;84;73;2019;334;17359;63163,00000000000;0,019240739673944351;1215,3028400253470
690781810 - HOSPICES CIVILS DE LYON;65-79;27;39;2019;233;11423;42126,00000000000;0,020397443753829993;859,2627155738422
690781810 - HOSPICES CIVILS DE LYON;65-79;Others;Others;2019;220;NA;NA;NA;NA
690781810 - HOSPICES CIVILS DE LYON;65-79;84;43;2019;145;11141;38013,00000000000;0,013014989677766807;494,7388026209496
690781810 - HOSPICES CIVILS DE LYON;65-79;27;21;2019;101;21052;77975,00000000000;0,004797643929317879;374,0962853885616
690781810 - HOSPICES CIVILS DE LYON;65-79;93;84;2019;87;23772;88079,00000000000;0,003659767794043413;322,3486875315497
690781810 - HOSPICES CIVILS DE LYON;65-79;84;63;2019;84;25410;100654,00000000000;0,003305785123966942;332,7404958677686
690781810 - HOSPICES CIVILS DE LYON;65-79;84;03;2019;83;17855;62017,00000000000;0,004648557826939233;288,2896107532904
690781810 - HOSPICES CIVILS DE LYON;65-79;93;06;2019;82;46854;178818,00000000000;0,001750117385922227;312,9524907158407
690781810 - HOSPICES CIVILS DE LYON;65-79;93;13;2019;56;82809;291972,00000000000;0,000676254996437585;197,4475238198746
690781810 - HOSPICES CIVILS DE LYON;65-79;76;30;2019;48;32087;123367,00000000000;0,001495932932340200;184,5487580640134
690781810 - HOSPICES CIVILS DE LYON;65-79;76;34;2019;35;46669;180696,00000000000;0,000749962501874906;135,5152242387881
690781810 - HOSPICES CIVILS DE LYON;65-79;27;58;2019;32;11952;40748,00000000000;0,002677376171352075;109,0977242302543
690781810 - HOSPICES CIVILS DE LYON;65-79;27;25;2019;28;18437;74525,00000000000;0,001518685252481423;113,1800184411781
690781810 - HOSPICES CIVILS DE LYON;65-79;84;15;2019;23;8222;27110,00000000000;0,002797372901970323;75,8367793724155
690781810 - HOSPICES CIVILS DE LYON;65-79;27;70;2019;23;10860;38464,00000000000;0,002117863720073665;81,4615101289134
690781810 - HOSPICES CIVILS DE LYON;65-79;93;05;2019;21;6731;24232,00000000000;0,003119893032238895;75,6012479572129
690781810 - HOSPICES CIVILS DE LYON;65-79;11;93;2019;18;41915;145445,00000000000;0,000429440534414887;62,4599785279733
690781810 - HOSPICES CIVILS DE LYON;65-79;24;18;2019;17;13635;53552,00000000000;0,001246791345801247;66,7681701503484
690781810 - HOSPICES CIVILS DE LYON;65-79;11;75;2019;17;66876;262415,00000000000;0,000254201806328130;66,7063670075961
690781810 - HOSPICES CIVILS DE LYON;65-79;11;92;2019;15;42525;169526,00000000000;0,000352733686067019;59,7975308641975
690781810 - HOSPICES CIVILS DE LYON;65-79;27;89;2019;13;17115;56594,00000000000;0,000759567630733275;42,9869704937190
690781810 - HOSPICES CIVILS DE LYON;65-79;94;2B;2019;12;7391;30177,00000000000;0,001623596265728589;48,9952645108916
